seller_id,last_login,device,failed_logins,ip_country
S107469,2024-08-06,Mobile,7,UK
S107470,2022-11-12,Mobile,4,Germany
S107471,2024-07-08,Tablet,5,Singapore
S107472,2023-09-28,Tablet,6,UK
S107473,2023-01-02,Mobile,4,Canada
S107474,2024-02-21,Mobile,7,Germany
S107475,2024-01-11,Tablet,5,India
S107476,2022-02-26,Desktop,7,Germany
S107477,2024-04-05,Tablet,2,Canada
S107478,2022-02-20,Mobile,0,Germany
S107479,2022-05-29,Desktop,0,USA
S107480,2022-06-28,Mobile,0,Canada
S107481,2023-03-01,Desktop,4,Canada
S107482,2022-01-13,Desktop,1,USA
S107483,2024-05-26,Mobile,6,India
S107484,2024-08-03,Tablet,2,Germany
S107485,2025-06-23,Tablet,7,Germany
S107486,2022-03-09,Tablet,1,Germany
S107487,2022-06-04,Desktop,1,Australia
S107488,2022-08-22,Mobile,2,Germany
S107489,2025-09-20,Tablet,6,Germany
S107490,2026-06-22,Mobile,8,Germany
S107491,2024-11-29,Mobile,4,Germany
S107492,2025-05-30,Mobile,3,Singapore
S107493,2022-12-26,Mobile,1,Canada
S107494,2026-02-24,Desktop,0,USA
S107495,2026-01-24,Desktop,3,Australia
S107496,2025-04-22,Tablet,4,Germany
S107497,2025-07-15,Desktop,2,Singapore
S107498,2026-07-07,Tablet,6,India
S107499,2024-02-05,Tablet,6,Canada
S107500,2023-03-26,Tablet,1,India
S107501,2025-12-25,Tablet,6,Singapore
S107502,2024-05-06,Tablet,7,Singapore
S107503,2025-02-06,Mobile,4,Australia
S107504,2025-11-04,Mobile,6,India
S107505,2025-12-18,Mobile,5,Australia
S107506,2024-08-20,Desktop,5,Australia
S107507,2025-01-19,Mobile,8,Canada
S107508,2023-01-25,Desktop,4,Canada
S107509,2026-06-05,Tablet,7,Germany
S107510,2023-06-09,Tablet,1,UK
S107511,2023-12-18,Mobile,6,UK
S107512,2023-10-03,Mobile,3,Canada
S107513,2026-06-14,Desktop,8,UK
S107514,2026-07-09,Mobile,2,India
S107515,2022-09-25,Mobile,0,Singapore
S107516,2025-02-17,Tablet,7,Canada
S107517,2024-10-21,Mobile,4,Australia
S107518,2024-03-03,Mobile,8,Germany
S107519,2022-11-08,Desktop,4,India
S107520,2025-01-28,Tablet,0,Canada
S107521,2025-01-12,Mobile,5,Singapore
S107522,2026-04-03,Mobile,7,Singapore
S107523,2023-09-19,Mobile,3,Canada
S107524,2025-11-30,Desktop,5,Singapore
S107525,2025-12-06,Tablet,0,Australia
S107526,2022-08-26,Mobile,6,Australia
S107527,2023-08-09,Desktop,3,UK
S107528,2023-02-13,Tablet,2,India
S107529,2025-03-13,Tablet,6,Germany
S107530,2025-07-24,Tablet,8,UK
S107531,2025-06-26,Tablet,2,UK
S107532,2024-12-11,Tablet,1,Australia
S107533,2022-05-18,Mobile,8,Singapore
S107534,2022-04-17,Desktop,0,India
S107535,2024-03-30,Mobile,5,UK
S107536,2023-01-21,Mobile,7,USA
S107537,2022-06-22,Tablet,6,India
S107538,2025-07-24,Tablet,4,USA
S107539,2026-03-13,Mobile,1,Germany
S107540,2022-05-06,Desktop,1,USA
S107541,2024-10-16,Desktop,2,UK
S107542,2022-12-29,Desktop,3,Canada
S107543,2022-03-11,Mobile,4,Germany
S107544,2025-02-04,Desktop,6,Germany
S107545,2026-04-10,Mobile,8,UK
S107546,2026-07-11,Mobile,5,India
S107547,2025-01-02,Mobile,2,Australia
S107548,2024-12-21,Mobile,5,Canada
S107549,2026-04-29,Mobile,4,USA
S107550,2024-11-18,Desktop,6,UK
S107551,2023-09-06,Mobile,7,Germany
S107552,2024-08-23,Mobile,0,USA
S107553,2026-01-14,Mobile,6,UK
S107554,2022-09-02,Tablet,6,Singapore
S107555,2024-05-24,Mobile,7,India
S107556,2022-10-14,Mobile,3,Canada
S107557,2024-04-12,Desktop,4,UK
S107558,2025-02-15,Mobile,7,Germany
S107559,2022-04-09,Mobile,3,Australia
S107560,2023-10-09,Desktop,8,Australia
S107561,2025-03-12,Mobile,6,UK
S107562,2025-10-24,Desktop,2,UK
S107563,2024-04-21,Tablet,7,Australia
S107564,2023-04-28,Mobile,3,Germany
S107565,2024-06-21,Tablet,7,Australia
S107566,2023-02-20,Desktop,0,Canada
S107567,2024-10-26,Desktop,3,Germany
S107568,2024-09-02,Mobile,6,Canada
S107569,2025-05-27,Tablet,4,UK
S107570,2022-04-20,Tablet,4,Germany
S107571,2025-03-08,Desktop,6,USA
S107572,2025-09-08,Desktop,8,Canada
S107573,2024-10-03,Desktop,8,Singapore
S107574,2026-06-26,Desktop,6,USA
S107575,2025-06-05,Mobile,1,Singapore
S107576,2022-02-22,Mobile,1,Canada
S107577,2023-10-21,Mobile,1,UK
S107578,2025-10-18,Desktop,8,Canada
S107579,2023-06-22,Mobile,0,USA
S107580,2025-09-05,Desktop,4,USA
S107581,2023-07-22,Desktop,3,Canada
S107582,2025-01-08,Desktop,5,India
S107583,2024-12-25,Desktop,2,Germany
S107584,2024-08-26,Tablet,7,USA
S107585,2022-02-28,Mobile,0,Singapore
S107586,2026-07-03,Desktop,1,Australia
S107587,2022-05-20,Tablet,4,India
S107588,2024-02-06,Desktop,3,Germany
S107589,2024-12-13,Tablet,1,Australia
S107590,2025-07-13,Mobile,0,Singapore
S107591,2024-07-26,Mobile,4,USA
S107592,2022-04-30,Desktop,7,Canada
S107593,2024-12-24,Desktop,7,India
S107594,2025-12-20,Desktop,8,Germany
S107595,2024-02-25,Tablet,5,Singapore
S107596,2022-11-28,Desktop,2,India
S107597,2023-08-18,Mobile,0,Germany
S107598,2025-09-09,Mobile,7,Canada
S107599,2022-06-10,Desktop,5,Canada
S107600,2022-04-20,Desktop,0,USA
S107601,2026-05-08,Mobile,5,USA
S107602,2022-12-18,Desktop,8,Canada
S107603,2026-02-19,Tablet,8,Australia
S107604,2025-04-01,Desktop,3,Singapore
S107605,2026-06-05,Tablet,7,Canada
S107606,2023-03-18,Desktop,5,Australia
S107607,2025-10-16,Mobile,2,Germany
S107608,2025-01-06,Mobile,0,India
S107609,2022-07-23,Tablet,5,Australia
S107610,2025-09-22,Tablet,3,Germany
S107611,2023-01-07,Tablet,0,UK
S107612,2024-05-06,Desktop,8,India
S107613,2024-04-10,Desktop,0,Singapore
S107614,2022-12-28,Mobile,5,India
S107615,2022-07-20,Desktop,5,UK
S107616,2025-04-09,Mobile,3,Singapore
S107617,2023-07-27,Desktop,6,UK
S107618,2024-04-05,Mobile,0,India
S107619,2023-01-18,Tablet,8,Canada
S107620,2023-02-18,Mobile,0,USA
S107621,2025-07-07,Mobile,4,Canada
S107622,2022-10-05,Desktop,3,Singapore
S107623,2026-06-10,Tablet,8,USA
S107624,2022-09-12,Tablet,4,Australia
S107625,2023-05-18,Mobile,2,Germany
S107626,2024-04-11,Tablet,1,India
S107627,2024-09-28,Mobile,2,USA
S107628,2023-06-12,Desktop,8,USA
S107629,2024-03-12,Desktop,8,Canada
S107630,2024-05-09,Mobile,5,USA
S107631,2022-09-10,Tablet,7,USA
S107632,2026-06-17,Desktop,4,Singapore
S107633,2026-01-08,Desktop,5,Germany
S107634,2022-12-23,Mobile,3,Australia
S107635,2023-01-25,Mobile,1,India
S107636,2022-02-11,Desktop,4,UK
S107637,2024-01-10,Desktop,1,Australia
S107638,2022-05-03,Tablet,6,Australia
S107639,2026-02-20,Tablet,2,USA
S107640,2023-09-12,Desktop,7,USA
S107641,2023-09-11,Tablet,1,India
S107642,2024-08-01,Mobile,2,UK
S107643,2025-03-23,Tablet,6,UK
S107644,2026-04-21,Tablet,2,USA
S107645,2025-06-02,Desktop,4,UK
S107646,2026-05-02,Tablet,5,India
S107647,2024-02-02,Desktop,4,Singapore
S107648,2025-04-21,Desktop,0,India
S107649,2022-12-26,Mobile,3,Germany
S107650,2024-05-21,Mobile,7,UK
S107651,2023-08-06,Tablet,3,USA
S107652,2025-01-20,Tablet,5,UK
S107653,2023-06-07,Mobile,6,Singapore
S107654,2025-11-17,Tablet,7,Singapore
S107655,2025-04-10,Desktop,4,Australia
S107656,2023-05-30,Mobile,8,India
S107657,2022-07-24,Tablet,2,UK
S107658,2023-05-14,Mobile,0,Germany
S107659,2025-06-11,Desktop,5,Germany
S107660,2022-01-09,Desktop,0,USA
S107661,2024-06-08,Tablet,5,USA
S107662,2026-04-14,Desktop,0,UK
S107663,2025-10-16,Mobile,6,Germany
S107664,2023-01-28,Tablet,2,Australia
S107665,2024-07-21,Mobile,3,Australia
S107666,2022-02-09,Tablet,7,UK
S107667,2024-09-12,Tablet,0,Singapore
S107668,2022-07-30,Tablet,1,Australia
S107669,2025-01-10,Desktop,1,USA
S107670,2023-06-27,Desktop,1,Australia
S107671,2022-11-28,Desktop,7,Germany
S107672,2025-12-04,Mobile,8,USA
S107673,2026-01-15,Mobile,8,Germany
S107674,2022-09-25,Mobile,3,Australia
S107675,2024-09-30,Tablet,2,USA
S107676,2024-01-24,Tablet,6,USA
S107677,2023-12-13,Tablet,7,Australia
S107678,2023-01-22,Desktop,1,Singapore
S107679,2022-05-25,Mobile,0,Australia
S107680,2024-05-09,Tablet,2,USA
S107681,2022-03-12,Tablet,5,Germany
S107682,2022-10-13,Mobile,3,Singapore
S107683,2022-02-21,Desktop,2,Singapore
S107684,2025-02-22,Desktop,3,India
S107685,2026-01-14,Desktop,1,Germany
S107686,2023-12-01,Tablet,5,USA
S107687,2022-12-09,Tablet,3,USA
S107688,2022-08-15,Mobile,2,UK
S107689,2024-01-21,Tablet,6,UK
S107690,2023-06-17,Tablet,1,Singapore
S107691,2024-07-16,Tablet,2,India
S107692,2022-02-21,Mobile,1,UK
S107693,2026-02-27,Desktop,7,India
S107694,2022-09-02,Mobile,3,Canada
S107695,2024-06-29,Mobile,7,Canada
S107696,2022-06-15,Desktop,7,India
S107697,2022-10-11,Mobile,1,India
S107698,2022-12-13,Desktop,3,Canada
S107699,2023-12-01,Tablet,0,Singapore
S107700,2026-01-04,Mobile,4,Canada
S107701,2023-01-06,Mobile,3,UK
S107702,2022-06-28,Mobile,7,Singapore
S107703,2023-09-05,Tablet,5,Singapore
S107704,2024-03-19,Desktop,6,Germany
S107705,2025-08-05,Mobile,8,Canada
S107706,2024-05-11,Desktop,0,Australia
S107707,2023-11-08,Desktop,1,Singapore
S107708,2026-03-30,Tablet,7,UK
S107709,2024-12-03,Tablet,7,Singapore
S107710,2024-05-04,Tablet,1,Singapore
S107711,2023-11-06,Desktop,0,Canada
S107712,2023-05-25,Desktop,1,Germany
S107713,2022-05-12,Desktop,2,Germany
S107714,2026-05-28,Mobile,5,Singapore
S107715,2026-01-03,Tablet,3,Canada
S107716,2023-01-26,Mobile,0,USA
S107717,2025-03-10,Desktop,7,Australia
S107718,2024-04-06,Mobile,2,Canada
S107719,2022-02-03,Mobile,4,India
S107720,2023-08-20,Tablet,0,Germany
S107721,2024-09-21,Mobile,1,UK
S107722,2025-07-12,Desktop,5,India
S107723,2026-05-21,Tablet,0,Canada
S107724,2023-12-08,Mobile,6,USA
S107725,2023-04-19,Desktop,1,Singapore
S107726,2025-07-29,Desktop,4,Australia
S107727,2024-10-16,Desktop,2,Canada
S107728,2026-05-12,Desktop,2,UK
S107729,2024-03-30,Mobile,3,India
S107730,2026-01-28,Tablet,4,India
S107731,2026-05-07,Tablet,6,Germany
S107732,2026-01-05,Tablet,2,India
S107733,2026-04-30,Tablet,1,Australia
S107734,2026-02-15,Desktop,6,Canada
S107735,2024-07-12,Desktop,8,Australia
S107736,2022-03-03,Tablet,0,Canada
S107737,2022-09-08,Desktop,4,Germany
S107738,2024-09-13,Desktop,5,USA
S107739,2025-03-25,Desktop,1,Australia
S107740,2024-01-09,Tablet,6,Australia
S107741,2022-10-06,Tablet,3,Canada
S107742,2022-01-18,Desktop,1,UK
S107743,2022-03-04,Mobile,1,Germany
S107744,2025-04-10,Tablet,1,USA
S107745,2025-12-31,Desktop,0,India
S107746,2023-04-15,Desktop,5,Germany
S107747,2025-12-28,Desktop,8,UK
S107748,2024-10-29,Mobile,4,Canada
S107749,2026-03-16,Tablet,3,India
S107750,2025-01-05,Mobile,4,Australia
S107751,2023-10-03,Desktop,6,USA
S107752,2022-01-11,Tablet,6,Germany
S107753,2023-05-20,Mobile,3,India
S107754,2025-05-28,Tablet,0,Singapore
S107755,2025-05-24,Tablet,4,Australia
S107756,2023-06-24,Desktop,6,India
S107757,2026-03-06,Mobile,3,India
S107758,2023-05-27,Desktop,3,India
S107759,2025-03-15,Tablet,4,Germany
S107760,2024-09-07,Tablet,8,USA
S107761,2025-01-23,Tablet,0,India
S107762,2025-01-11,Tablet,8,UK
S107763,2025-01-21,Desktop,1,Australia
S107764,2025-08-11,Tablet,6,Singapore
S107765,2024-10-13,Desktop,3,USA
S107766,2023-10-30,Mobile,8,USA
S107767,2025-10-28,Mobile,4,Canada
S107768,2025-05-16,Mobile,2,Australia
S107769,2026-04-30,Mobile,5,UK
S107770,2023-03-06,Mobile,2,Germany
S107771,2025-09-20,Desktop,2,UK
S107772,2025-02-20,Tablet,0,India
S107773,2022-12-24,Desktop,1,Canada
S107774,2022-09-16,Tablet,0,UK
S107775,2024-09-11,Tablet,6,Canada
S107776,2026-01-07,Desktop,6,India
S107777,2025-08-04,Tablet,0,India
S107778,2025-11-21,Mobile,3,Germany
S107779,2024-12-23,Tablet,4,Canada
S107780,2024-10-25,Tablet,5,Australia
S107781,2025-02-12,Desktop,1,Germany
S107782,2025-02-03,Desktop,0,UK
S107783,2022-06-28,Mobile,4,Singapore
S107784,2022-10-13,Tablet,2,Australia
S107785,2022-04-28,Mobile,6,Australia
S107786,2024-07-11,Desktop,4,USA
S107787,2024-10-16,Mobile,8,Canada
S107788,2025-11-25,Desktop,2,Canada
S107789,2026-02-24,Desktop,2,Canada
S107790,2022-04-14,Desktop,0,Canada
S107791,2026-06-26,Tablet,0,India
S107792,2023-05-28,Mobile,2,USA
S107793,2025-05-25,Desktop,2,Canada
S107794,2024-11-24,Mobile,3,UK
S107795,2026-05-02,Desktop,1,Australia
S107796,2025-02-16,Tablet,8,USA
S107797,2024-06-15,Desktop,4,India
S107798,2023-11-16,Mobile,0,Singapore
S107799,2025-12-19,Tablet,0,Germany
S107800,2026-02-28,Tablet,1,Canada
S107801,2022-02-17,Tablet,5,Canada
S107802,2022-02-13,Desktop,6,India
S107803,2023-04-10,Desktop,4,Singapore
S107804,2025-12-10,Mobile,7,India
S107805,2024-01-18,Desktop,1,Canada
S107806,2023-07-25,Mobile,6,Canada
S107807,2025-01-20,Desktop,3,USA
S107808,2024-10-27,Tablet,2,India
S107809,2022-07-05,Mobile,5,Germany
S107810,2023-08-19,Tablet,0,USA
S107811,2024-05-24,Desktop,4,Australia
S107812,2022-10-20,Mobile,3,Australia
S107813,2022-11-07,Mobile,1,Singapore
S107814,2023-01-29,Tablet,7,Germany
S107815,2023-09-21,Tablet,7,USA
S107816,2026-01-22,Tablet,6,Australia
S107817,2026-07-12,Mobile,8,India
S107818,2022-05-22,Mobile,8,Singapore
S107819,2026-07-24,Tablet,1,Canada
S107820,2025-11-28,Desktop,1,UK
S107821,2023-11-28,Desktop,5,USA
S107822,2023-05-03,Tablet,4,UK
S107823,2023-08-29,Tablet,4,UK
S107824,2025-04-24,Mobile,2,Singapore
S107825,2025-01-07,Desktop,4,Germany
S107826,2022-06-23,Mobile,0,USA
S107827,2023-08-15,Desktop,0,USA
S107828,2024-06-30,Tablet,8,UK
S107829,2023-05-12,Tablet,2,Canada
S107830,2024-10-20,Tablet,8,Singapore
S107831,2022-12-09,Tablet,2,Australia
S107832,2025-04-04,Desktop,8,Canada
S107833,2022-07-09,Desktop,5,Canada
S107834,2023-09-09,Desktop,7,Australia
S107835,2023-07-09,Mobile,4,Australia
S107836,2023-03-28,Mobile,4,Singapore
S107837,2024-12-20,Tablet,0,Singapore
S107838,2024-01-03,Mobile,3,UK
S107839,2025-04-03,Tablet,0,UK
S107840,2022-06-18,Desktop,7,Australia
S107841,2022-07-15,Tablet,3,Canada
S107842,2022-06-12,Mobile,4,Canada
S107843,2023-06-12,Desktop,4,Canada
S107844,2023-04-03,Tablet,8,Germany
S107845,2025-11-24,Mobile,7,Canada
S107846,2024-02-07,Desktop,0,USA
S107847,2023-03-03,Tablet,3,Singapore
S107848,2026-05-29,Mobile,1,UK
S107849,2024-06-29,Tablet,1,Australia
S107850,2023-10-15,Mobile,6,USA
S107851,2022-05-12,Desktop,8,Canada
S107852,2022-05-28,Mobile,7,UK
S107853,2024-03-19,Desktop,4,UK
S107854,2024-10-30,Mobile,3,Germany
S107855,2024-10-06,Tablet,2,Canada
S107856,2025-04-05,Desktop,8,Singapore
S107857,2025-04-07,Desktop,1,Australia
S107858,2022-05-31,Mobile,7,India
S107859,2025-07-03,Desktop,5,UK
S107860,2023-10-08,Mobile,1,Canada
S107861,2024-12-22,Mobile,3,USA
S107862,2023-03-04,Tablet,5,Australia
S107863,2024-10-10,Tablet,4,Germany
S107864,2022-12-14,Desktop,4,Singapore
S107865,2024-08-28,Tablet,7,Australia
S107866,2022-04-16,Mobile,6,India
S107867,2026-05-11,Tablet,8,India
S107868,2026-02-12,Mobile,1,Singapore
S107869,2024-05-03,Tablet,8,India
S107870,2023-06-25,Tablet,3,India
S107871,2024-02-16,Tablet,6,UK
S107872,2022-06-29,Desktop,7,Singapore
S107873,2023-04-23,Desktop,5,USA
S107874,2025-08-16,Desktop,3,Canada
S107875,2023-04-23,Mobile,2,Australia
S107876,2022-01-12,Mobile,2,Germany
S107877,2023-01-14,Desktop,4,India
S107878,2022-08-29,Desktop,3,Canada
S107879,2025-08-13,Mobile,5,USA
S107880,2025-03-31,Desktop,5,India
S107881,2026-02-28,Desktop,6,USA
S107882,2024-12-21,Tablet,8,India
S107883,2023-12-17,Tablet,5,Singapore
S107884,2025-02-24,Mobile,1,Canada
S107885,2022-10-28,Desktop,3,Singapore
S107886,2026-02-08,Desktop,7,Singapore
S107887,2024-10-25,Tablet,7,USA
S107888,2026-02-19,Desktop,3,Canada
S107889,2023-08-04,Desktop,7,USA
S107890,2023-10-29,Mobile,4,UK
S107891,2022-05-14,Mobile,2,USA
S107892,2022-03-27,Tablet,1,Australia
S107893,2022-06-17,Mobile,5,Germany
S107894,2022-08-13,Tablet,4,UK
S107895,2024-02-16,Mobile,8,USA
S107896,2026-01-01,Mobile,5,Canada
S107897,2025-12-31,Tablet,6,India
S107898,2025-07-22,Mobile,8,Australia
S107899,2025-03-08,Tablet,3,Singapore
S107900,2022-02-26,Desktop,7,Australia
S107901,2023-02-01,Tablet,7,Singapore
S107902,2022-10-15,Desktop,3,Germany
S107903,2023-06-13,Tablet,0,USA
S107904,2025-01-02,Desktop,4,Canada
S107905,2022-09-23,Mobile,2,India
S107906,2022-04-01,Desktop,5,Germany
S107907,2024-09-11,Mobile,3,Canada
S107908,2023-11-16,Mobile,5,India
S107909,2023-11-24,Desktop,1,Canada
S107910,2024-01-16,Tablet,5,Singapore
S107911,2023-07-16,Tablet,5,UK
S107912,2024-07-26,Desktop,8,Singapore
S107913,2022-05-22,Mobile,0,Germany
S107914,2022-10-01,Tablet,7,Canada
S107915,2024-12-06,Mobile,5,UK
S107916,2024-03-25,Tablet,7,Singapore
S107917,2022-06-10,Mobile,3,Australia
S107918,2023-09-30,Tablet,3,India
S107919,2022-12-19,Desktop,0,India
S107920,2024-09-04,Desktop,3,Germany
S107921,2025-12-23,Tablet,8,Australia
S107922,2026-01-20,Tablet,1,UK
S107923,2022-03-15,Mobile,7,Australia
S107924,2024-05-14,Mobile,8,Singapore
S107925,2023-12-10,Mobile,1,Canada
S107926,2023-08-30,Mobile,0,Canada
S107927,2026-03-21,Desktop,6,UK
S107928,2024-02-29,Mobile,4,USA
S107929,2023-03-05,Desktop,7,Australia
S107930,2022-11-18,Mobile,6,Australia
S107931,2023-04-04,Tablet,0,Germany
S107932,2025-08-26,Tablet,4,Germany
S107933,2022-03-10,Mobile,2,India
S107934,2022-04-20,Desktop,1,Germany
S107935,2025-11-17,Tablet,4,Singapore
S107936,2024-08-07,Tablet,0,Singapore
S107937,2022-03-18,Tablet,8,Canada
S107938,2025-06-13,Tablet,8,Germany
S107939,2024-04-23,Mobile,3,Singapore
S107940,2025-05-26,Tablet,8,Singapore
S107941,2022-09-11,Mobile,7,Australia
S107942,2025-01-22,Tablet,1,UK
S107943,2025-05-05,Mobile,6,Germany
S107944,2026-07-02,Desktop,6,Canada
S107945,2024-04-21,Desktop,8,Germany
S107946,2023-12-23,Tablet,4,Canada
S107947,2026-07-10,Mobile,3,UK
S107948,2025-10-04,Tablet,3,Singapore
S107949,2023-05-22,Tablet,1,USA
S107950,2024-04-12,Tablet,6,USA
S107951,2024-11-04,Desktop,0,Canada
S107952,2024-09-20,Mobile,3,UK
S107953,2025-06-20,Tablet,8,Australia
S107954,2026-01-12,Mobile,8,India
S107955,2024-01-20,Tablet,2,India
S107956,2024-09-27,Mobile,0,Australia
S107957,2026-06-01,Desktop,2,Germany
S107958,2025-03-01,Tablet,3,India
S107959,2026-04-11,Desktop,5,Germany
S107960,2023-07-30,Desktop,2,Australia
S107961,2023-05-14,Tablet,2,Canada
S107962,2025-06-29,Desktop,1,Singapore
S107963,2023-06-07,Tablet,6,Singapore
S107964,2024-07-06,Mobile,4,Singapore
S107965,2024-09-21,Mobile,5,UK
S107966,2023-05-08,Tablet,3,India
S107967,2022-11-20,Desktop,5,Australia
S107968,2023-06-27,Tablet,4,Australia
S107969,2025-07-23,Mobile,5,Singapore
S107970,2026-04-16,Desktop,3,India
S107971,2023-04-26,Mobile,2,Australia
S107972,2026-03-08,Tablet,8,Australia
S107973,2022-07-21,Mobile,1,UK
S107974,2025-03-26,Tablet,3,India
S107975,2024-04-08,Desktop,8,Canada
S107976,2025-08-02,Desktop,8,Canada
S107977,2025-06-10,Desktop,7,Germany
S107978,2022-05-26,Desktop,5,Singapore
S107979,2025-06-11,Tablet,6,USA
S107980,2023-12-09,Tablet,3,India
S107981,2024-10-31,Tablet,6,Canada
S107982,2023-12-13,Tablet,6,USA
S107983,2023-03-22,Tablet,5,India
S107984,2026-04-29,Mobile,1,UK
S107985,2023-06-03,Mobile,3,Singapore
S107986,2024-05-30,Desktop,8,Australia
S107987,2025-06-28,Desktop,2,UK
S107988,2026-05-01,Tablet,2,UK
S107989,2024-09-21,Desktop,1,Australia
S107990,2022-12-13,Tablet,6,USA
S107991,2023-01-14,Tablet,7,India
S107992,2025-04-09,Tablet,8,India
S107993,2025-01-30,Mobile,0,UK
S107994,2025-07-29,Desktop,3,UK
S107995,2025-01-30,Tablet,6,UK
S107996,2025-07-18,Mobile,6,Australia
S107997,2022-12-15,Mobile,0,Australia
S107998,2024-05-18,Tablet,3,Singapore
S107999,2024-05-09,Mobile,0,Canada
S108000,2023-02-03,Desktop,0,USA
S108001,2024-12-16,Desktop,0,Germany
S108002,2022-10-11,Desktop,3,Canada
S108003,2025-09-19,Desktop,8,Australia
S108004,2023-04-04,Tablet,6,Singapore
S108005,2025-05-04,Mobile,1,Germany
S108006,2026-02-14,Mobile,4,India
S108007,2024-05-10,Mobile,5,Canada
S108008,2023-02-19,Desktop,4,Germany
S108009,2023-12-16,Tablet,3,Canada
S108010,2024-07-29,Desktop,8,Germany
S108011,2026-02-21,Desktop,0,Canada
S108012,2022-04-05,Desktop,7,Singapore
S108013,2023-07-06,Desktop,1,Singapore
S108014,2023-06-24,Mobile,3,Germany
S108015,2022-11-12,Tablet,3,UK
S108016,2026-07-22,Mobile,4,India
S108017,2023-06-21,Mobile,5,USA
S108018,2023-06-28,Tablet,6,Canada
S108019,2023-07-12,Tablet,6,Canada
S108020,2022-06-20,Desktop,8,Australia
S108021,2026-06-17,Desktop,4,Germany
S108022,2023-12-11,Tablet,3,Canada
S108023,2023-07-08,Mobile,7,Canada
S108024,2025-02-16,Mobile,7,UK
S108025,2026-05-11,Tablet,4,Singapore
S108026,2026-01-18,Mobile,6,UK
S108027,2023-05-05,Mobile,5,India
S108028,2022-01-24,Tablet,7,Australia
S108029,2026-02-18,Desktop,8,USA
S108030,2026-04-04,Mobile,8,Singapore
S108031,2023-09-21,Mobile,5,UK
S108032,2023-02-15,Mobile,1,Germany
S108033,2023-01-26,Desktop,8,Singapore
S108034,2022-11-25,Tablet,2,UK
S108035,2025-03-08,Tablet,4,UK
S108036,2023-01-31,Mobile,2,UK
S108037,2022-11-13,Desktop,5,Australia
S108038,2024-12-26,Desktop,5,UK
S108039,2022-01-31,Desktop,1,Australia
S108040,2026-04-20,Mobile,7,Australia
S108041,2023-12-10,Tablet,1,USA
S108042,2025-05-17,Mobile,4,Germany
S108043,2023-08-14,Desktop,4,Australia
S108044,2026-04-14,Tablet,5,Australia
S108045,2023-03-25,Tablet,1,Singapore
S108046,2024-01-23,Tablet,8,India
S108047,2025-01-05,Desktop,8,Singapore
S108048,2025-01-15,Tablet,5,India
S108049,2025-10-16,Mobile,4,Canada
S108050,2023-05-12,Mobile,6,Australia
S108051,2025-04-18,Desktop,2,UK
S108052,2022-08-02,Tablet,1,India
S108053,2026-04-10,Mobile,7,Australia
S108054,2023-03-17,Tablet,5,Germany
S108055,2025-04-09,Tablet,2,USA
S108056,2024-01-09,Tablet,7,Germany
S108057,2024-04-24,Tablet,5,Australia
S108058,2024-12-31,Mobile,0,India
S108059,2023-07-12,Tablet,1,Australia
S108060,2023-12-13,Tablet,0,USA
S108061,2025-08-15,Tablet,2,Canada
S108062,2026-03-11,Desktop,7,Australia
S108063,2022-08-06,Desktop,1,India
S108064,2024-04-15,Tablet,1,Singapore
S108065,2022-04-03,Mobile,3,UK
S108066,2026-06-24,Desktop,3,Singapore
S108067,2022-09-02,Tablet,7,Germany
S108068,2025-05-18,Mobile,4,Singapore
S108069,2025-07-24,Tablet,1,Canada
S108070,2026-05-31,Mobile,8,Germany
S108071,2025-09-12,Mobile,5,UK
S108072,2022-08-11,Mobile,5,India
S108073,2022-04-04,Mobile,7,Germany
S108074,2022-01-17,Mobile,1,USA
S108075,2023-05-05,Tablet,1,Singapore
S108076,2024-09-29,Desktop,7,Singapore
S108077,2024-04-28,Desktop,7,Germany
S108078,2026-07-22,Tablet,6,UK
S108079,2024-02-18,Mobile,7,Germany
S108080,2023-09-16,Desktop,7,USA
S108081,2023-06-06,Mobile,8,Singapore
S108082,2024-11-11,Desktop,2,Germany
S108083,2022-04-02,Tablet,7,Germany
S108084,2026-03-20,Tablet,8,Singapore
S108085,2024-08-04,Desktop,8,USA
S108086,2025-03-24,Tablet,1,India
S108087,2025-09-03,Mobile,3,USA
S108088,2022-03-16,Desktop,1,Australia
S108089,2024-09-27,Mobile,1,Australia
S108090,2022-03-19,Desktop,2,Canada
S108091,2023-03-07,Tablet,4,Australia
S108092,2025-03-21,Tablet,3,Canada
S108093,2023-10-14,Desktop,3,Singapore
S108094,2023-08-31,Tablet,3,Singapore
S108095,2025-01-08,Mobile,6,Australia
S108096,2022-09-17,Tablet,6,Canada
S108097,2026-07-26,Tablet,6,USA
S108098,2023-07-01,Mobile,1,UK
S108099,2023-11-29,Desktop,0,USA
S108100,2023-05-12,Tablet,4,UK
S108101,2024-09-23,Mobile,4,Singapore
S108102,2024-10-14,Mobile,4,USA
S108103,2023-06-14,Tablet,5,India
S108104,2024-03-31,Tablet,7,India
S108105,2024-09-22,Desktop,1,USA
S108106,2023-05-17,Mobile,3,India
S108107,2024-12-22,Mobile,1,Singapore
S108108,2022-06-13,Desktop,5,UK
S108109,2024-12-18,Desktop,1,Australia
S108110,2022-12-14,Desktop,7,Germany
S108111,2025-02-17,Tablet,1,UK
S108112,2025-11-12,Tablet,8,Singapore
S108113,2022-01-31,Tablet,6,USA
S108114,2026-04-03,Desktop,8,Canada
S108115,2025-05-05,Tablet,5,Canada
