seller_id,fraud_flag,risk_score,fraud_reason
S107957,False,67,None
S107958,False,65,Multiple Accounts
S107959,True,97,Document Mismatch
S107960,False,60,None
S107961,True,88,Document Mismatch
S107962,False,42,Document Mismatch
S107963,False,58,Multiple Accounts
S107964,False,12,Multiple Accounts
S107965,False,52,Fake Address
S107966,False,12,Fake Address
S107967,False,81,Document Mismatch
S107968,True,89,Fake Address
S107969,False,3,None
S107970,False,68,Multiple Accounts
S107971,False,68,Multiple Accounts
S107972,False,39,Multiple Accounts
S107973,False,10,Document Mismatch
S107974,False,1,Document Mismatch
S107975,False,77,Fake Address
S107976,False,7,Document Mismatch
S107977,False,22,Fake Address
S107978,False,23,Fake Address
S107979,False,55,None
S107980,True,98,None
S107981,True,97,Document Mismatch
S107982,False,16,Document Mismatch
S107983,False,13,None
S107984,False,40,Fake Address
S107985,True,96,Multiple Accounts
S107986,True,97,Document Mismatch
S107987,False,75,Fake Address
S107988,True,94,None
S107989,False,62,Document Mismatch
S107990,False,48,Fake Address
S107991,False,8,Document Mismatch
S107992,True,88,None
S107993,False,6,Fake Address
S107994,True,99,Fake Address
S107995,False,48,Multiple Accounts
S107996,True,96,Fake Address
S107997,False,59,Fake Address
S107998,False,12,None
S107999,False,76,Multiple Accounts
S108000,False,46,Fake Address
S108001,False,85,Multiple Accounts
S108002,False,4,Document Mismatch
S108003,True,94,Document Mismatch
S108004,False,10,Fake Address
S108005,False,40,Fake Address
S108006,False,62,None
S108007,False,54,Fake Address
S108008,False,53,None
S108009,False,39,Document Mismatch
S108010,False,6,Fake Address
S108011,False,46,Multiple Accounts
S108012,False,79,Document Mismatch
S108013,False,23,Multiple Accounts
S108014,False,84,Multiple Accounts
S108015,False,69,None
S108016,False,3,None
S108017,False,68,None
S108018,False,30,Multiple Accounts
S108019,False,44,Fake Address
S108020,True,87,Fake Address
S108021,True,86,Document Mismatch
S108022,True,95,Document Mismatch
S108023,False,65,Fake Address
S108024,False,2,Document Mismatch
S108025,False,73,Fake Address
S108026,True,91,Multiple Accounts
S108027,False,74,Multiple Accounts
S108028,False,81,Multiple Accounts
S108029,False,57,None
S108030,False,43,Document Mismatch
S108031,True,86,Fake Address
S108032,False,47,Multiple Accounts
S108033,True,91,None
S108034,False,83,Multiple Accounts
S108035,False,73,None
S108036,False,79,Document Mismatch
S108037,False,31,Multiple Accounts
S108038,False,9,None
S108039,False,83,Document Mismatch
S108040,True,99,Multiple Accounts
S108041,False,23,Fake Address
S108042,True,96,Document Mismatch
S108043,True,97,Document Mismatch
S108044,True,94,Multiple Accounts
S108045,False,61,Document Mismatch
S108046,False,35,Fake Address
S108047,False,20,Fake Address
S108048,False,32,None
S108049,False,53,Document Mismatch
S108050,False,38,Multiple Accounts
S108051,False,42,Multiple Accounts
S108052,False,32,Fake Address
S108053,True,88,Fake Address
S108054,False,50,Multiple Accounts
S108055,False,45,None
S108056,False,29,Fake Address
S108057,False,83,Document Mismatch
S108058,False,5,None
S108059,True,86,Multiple Accounts
S108060,True,88,Multiple Accounts
S108061,False,33,Multiple Accounts
S108062,True,96,Multiple Accounts
S108063,True,86,None
S108064,False,50,Fake Address
S108065,False,79,Fake Address
S108066,False,1,Fake Address
S108067,False,75,Multiple Accounts
S108068,False,6,Document Mismatch
S108069,False,10,None
S108070,True,91,None
S108071,False,47,Multiple Accounts
S108072,False,69,Multiple Accounts
S108073,False,51,Fake Address
S108074,False,74,Fake Address
S108075,False,78,Fake Address
S108076,False,40,Multiple Accounts
S108077,False,20,Multiple Accounts
S108078,True,93,Fake Address
S108079,False,58,Fake Address
S108080,False,29,Fake Address
S108081,False,59,Multiple Accounts
S108082,True,94,Document Mismatch
S108083,False,81,Multiple Accounts
S108084,False,42,Fake Address
S108085,False,75,None
S108086,True,90,Fake Address
S108087,False,77,Fake Address
S108088,False,38,None
S108089,True,87,None
S108090,False,57,None
S108091,False,42,Multiple Accounts
S108092,False,47,Document Mismatch
S108093,False,73,Multiple Accounts
S108094,False,66,Fake Address
S108095,False,46,None
S108096,False,38,Document Mismatch
S108097,False,66,Document Mismatch
S108098,False,85,None
S108099,True,86,Document Mismatch
S108100,False,39,Fake Address
S108101,False,21,Fake Address
S108102,True,95,Document Mismatch
S108103,False,10,Document Mismatch
S108104,True,95,None
S108105,False,10,None
S108106,False,75,Multiple Accounts
S108107,False,62,Fake Address
S108108,False,10,None
S108109,False,59,Fake Address
S108110,False,23,Document Mismatch
S108111,False,49,None
S108112,False,18,None
S108113,False,61,Fake Address
S108114,False,73,None
S108115,False,37,Document Mismatch
S108116,True,97,Fake Address
S108117,False,74,Document Mismatch
S108118,False,32,Fake Address
S108119,False,39,Multiple Accounts
S108120,True,87,Document Mismatch
S108121,False,5,Fake Address
S108122,True,96,Fake Address
S108123,True,86,None
S108124,False,38,None
S108125,False,62,Fake Address
S108126,True,98,Multiple Accounts
S108127,False,29,Fake Address
S108128,False,30,Fake Address
S108129,False,28,None
S108130,False,7,Fake Address
S108131,False,73,Multiple Accounts
S108132,False,2,None
S108133,True,98,Multiple Accounts
S108134,False,64,None
S108135,False,57,Document Mismatch
S108136,True,99,Fake Address
S108137,True,99,Document Mismatch
S108138,False,43,Document Mismatch
S108139,False,77,Multiple Accounts
S108140,False,75,Multiple Accounts
S108141,True,92,Fake Address
S108142,False,46,Multiple Accounts
S108143,False,62,None
S108144,False,80,Multiple Accounts
S108145,False,15,None
S108146,False,32,Fake Address
S108147,False,69,Document Mismatch
S108148,False,42,Fake Address
S108149,False,74,Document Mismatch
S108150,False,61,Fake Address
S108151,False,44,None
S108152,False,58,None
S108153,False,62,Fake Address
S108154,False,23,Fake Address
S108155,False,43,Fake Address
S108156,False,73,Multiple Accounts
S108157,False,51,Multiple Accounts
S108158,False,45,Fake Address
S108159,False,72,Fake Address
S108160,False,67,Document Mismatch
S108161,False,57,Document Mismatch
S108162,False,11,Multiple Accounts
S108163,True,86,Multiple Accounts
S108164,True,91,Multiple Accounts
S108165,False,64,Fake Address
S108166,True,94,None
S108167,False,83,Multiple Accounts
S108168,False,77,Document Mismatch
S108169,False,48,Document Mismatch
S108170,True,87,Fake Address
S108171,False,1,Multiple Accounts
S108172,False,85,Multiple Accounts
S108173,False,77,Multiple Accounts
S108174,False,41,Multiple Accounts
S108175,True,91,Fake Address
S108176,True,98,Multiple Accounts
S108177,False,63,Document Mismatch
S108178,True,90,None
S108179,False,22,Multiple Accounts
S108180,False,7,None
S108181,False,84,Fake Address
S108182,False,48,Multiple Accounts
S108183,True,90,None
S108184,False,34,Fake Address
S108185,False,38,Document Mismatch
S108186,False,45,Fake Address
S108187,False,56,Fake Address
S108188,False,40,None
S108189,False,49,Document Mismatch
S108190,False,66,Fake Address
S108191,False,39,None
S108192,False,77,Multiple Accounts
S108193,False,39,Multiple Accounts
S108194,True,90,Multiple Accounts
S108195,True,95,Document Mismatch
S108196,False,63,Multiple Accounts
S108197,True,87,Document Mismatch
S108198,True,96,Document Mismatch
S108199,False,67,Document Mismatch
S108200,False,52,None
S108201,False,51,Document Mismatch
S108202,False,52,Multiple Accounts
S108203,False,3,Document Mismatch
S108204,True,97,Document Mismatch
S108205,False,81,Multiple Accounts
S108206,False,37,Multiple Accounts
S108207,False,23,Document Mismatch
S108208,False,24,Fake Address
S108209,False,14,Fake Address
S108210,False,70,None
S108211,False,54,Fake Address
S108212,False,29,Document Mismatch
S108213,False,51,Fake Address
S108214,False,35,Document Mismatch
S108215,False,72,None
S108216,False,7,Document Mismatch
S108217,False,21,Fake Address
S108218,False,8,None
S108219,False,66,Document Mismatch
S108220,False,52,None
S108221,False,57,Document Mismatch
S108222,False,8,None
S108223,False,20,Fake Address
S108224,False,68,None
S108225,False,50,Document Mismatch
S108226,False,83,Multiple Accounts
S108227,False,78,None
S108228,False,40,Document Mismatch
S108229,False,63,Document Mismatch
S108230,False,48,Multiple Accounts
S108231,False,1,Document Mismatch
S108232,False,40,Document Mismatch
S108233,False,47,Multiple Accounts
S108234,False,78,Multiple Accounts
S108235,False,68,None
S108236,False,60,Fake Address
S108237,False,9,Document Mismatch
S108238,False,19,Multiple Accounts
S108239,False,1,Multiple Accounts
S108240,False,30,Document Mismatch
S108241,False,78,Document Mismatch
S108242,False,35,Multiple Accounts
S108243,False,16,None
S108244,False,68,Fake Address
S108245,False,47,Document Mismatch
S108246,False,69,Fake Address
S108247,False,29,Fake Address
S108248,False,30,Document Mismatch
S108249,True,91,None
S108250,False,75,Document Mismatch
S108251,True,95,Fake Address
S108252,False,21,Multiple Accounts
S108253,True,99,None
S108254,True,92,Fake Address
S108255,False,85,Multiple Accounts
S108256,False,20,Multiple Accounts
S108257,False,83,Fake Address
S108258,False,5,Multiple Accounts
S108259,False,7,None
S108260,False,26,Multiple Accounts
S108261,False,54,Fake Address
S108262,True,96,Multiple Accounts
S108263,False,6,Document Mismatch
S108264,False,30,None
S108265,False,51,Multiple Accounts
S108266,False,76,Multiple Accounts
S108267,False,83,Multiple Accounts
S108268,True,91,None
S108269,False,58,Fake Address
S108270,False,66,None
S108271,False,72,None
S108272,False,75,Document Mismatch
S108273,False,24,Document Mismatch
S108274,True,88,Multiple Accounts
S108275,False,17,Document Mismatch
S108276,False,16,Multiple Accounts
S108277,False,15,Fake Address
S108278,False,39,Document Mismatch
S108279,False,61,None
S108280,False,84,None
S108281,True,99,None
S108282,False,11,None
S108283,True,91,Fake Address
S108284,False,21,Multiple Accounts
S108285,True,91,Multiple Accounts
S108286,False,50,Document Mismatch
S108287,False,19,Fake Address
S108288,False,3,Multiple Accounts
S108289,False,23,None
S108290,False,66,Multiple Accounts
S108291,False,4,None
S108292,False,31,Fake Address
S108293,False,40,Multiple Accounts
S108294,False,7,Multiple Accounts
S108295,False,18,Multiple Accounts
S108296,False,16,Document Mismatch
S108297,False,44,None
S108298,False,70,None
S108299,False,69,None
S108300,False,19,Fake Address
S108301,False,2,Document Mismatch
S108302,False,83,None
S108303,False,12,Document Mismatch
S108304,True,88,Document Mismatch
S108305,True,89,Fake Address
S108306,False,77,Document Mismatch
S108307,False,50,Multiple Accounts
S108308,False,3,Multiple Accounts
S108309,False,28,Multiple Accounts
S108310,False,41,Fake Address
S108311,False,68,Multiple Accounts
S108312,False,32,Fake Address
S108313,False,1,None
S108314,False,59,Document Mismatch
S108315,False,46,Multiple Accounts
S108316,False,80,Document Mismatch
S108317,False,35,Multiple Accounts
S108318,False,2,Multiple Accounts
S108319,False,53,Multiple Accounts
S108320,True,95,Document Mismatch
S108321,True,92,Multiple Accounts
S108322,False,61,Document Mismatch
S108323,False,6,Document Mismatch
S108324,False,62,None
S108325,False,16,None
S108326,False,7,None
S108327,False,68,None
S108328,False,78,Multiple Accounts
S108329,False,55,None
S108330,True,93,Fake Address
S108331,False,60,Fake Address
S108332,False,30,Fake Address
S108333,False,69,Document Mismatch
S108334,False,69,Fake Address
S108335,True,99,Fake Address
S108336,False,14,None
S108337,False,74,Document Mismatch
S108338,False,72,None
S108339,False,3,Multiple Accounts
S108340,False,66,Multiple Accounts
S108341,False,51,Document Mismatch
S108342,False,34,None
S108343,False,78,None
S108344,False,31,Multiple Accounts
S108345,False,42,None
S108346,False,69,Fake Address
S108347,False,56,Multiple Accounts
S108348,False,61,Fake Address
S108349,True,88,Multiple Accounts
S108350,False,81,Fake Address
S108351,False,61,Document Mismatch
S108352,False,50,Document Mismatch
S108353,False,24,Document Mismatch
S108354,False,36,Fake Address
S108355,True,86,Document Mismatch
S108356,False,38,Fake Address
S108357,False,85,Fake Address
S108358,False,9,Document Mismatch
S108359,False,73,Fake Address
S108360,False,59,None
S108361,False,78,None
S108362,True,97,Multiple Accounts
S108363,False,18,Fake Address
S108364,False,80,Fake Address
S108365,False,26,None
S108366,False,4,Document Mismatch
S108367,False,56,Multiple Accounts
S108368,False,45,Document Mismatch
S108369,False,40,None
S108370,False,72,Document Mismatch
S108371,False,53,Multiple Accounts
S108372,False,5,Multiple Accounts
S108373,False,80,Multiple Accounts
S108374,False,2,None
S108375,False,53,Fake Address
S108376,True,100,Multiple Accounts
S108377,False,74,None
S108378,False,62,Fake Address
S108379,False,47,None
S108380,False,45,Document Mismatch
S108381,False,9,None
S108382,True,96,Multiple Accounts
S108383,False,6,Document Mismatch
S108384,False,21,Fake Address
S108385,False,31,Multiple Accounts
S108386,False,31,Multiple Accounts
S108387,False,85,Multiple Accounts
S108388,False,18,Document Mismatch
S108389,False,79,Multiple Accounts
S108390,False,31,Fake Address
S108391,False,27,Document Mismatch
S108392,False,40,Multiple Accounts
S108393,False,61,Fake Address
S108394,True,96,Multiple Accounts
S108395,False,15,Fake Address
S108396,False,37,Fake Address
S108397,False,16,Document Mismatch
S108398,False,35,Fake Address
S108399,False,58,None
S108400,False,17,None
S108401,False,76,Fake Address
S108402,False,29,Fake Address
S108403,False,50,None
S108404,False,18,Document Mismatch
S108405,False,64,Multiple Accounts
S108406,False,3,Document Mismatch
S108407,False,81,None
S108408,False,25,None
S108409,False,62,Document Mismatch
S108410,False,35,Fake Address
S108411,True,97,Fake Address
S108412,False,27,None
S108413,False,78,Multiple Accounts
S108414,False,68,None
S108415,False,13,Multiple Accounts
S108416,False,45,Multiple Accounts
S108417,False,32,Document Mismatch
S108418,True,100,Document Mismatch
S108419,False,46,Document Mismatch
S108420,False,15,None
S108421,False,6,Multiple Accounts
S108422,False,23,Multiple Accounts
S108423,False,7,Fake Address
S108424,False,79,None
S108425,False,2,Multiple Accounts
S108426,False,24,Document Mismatch
S108427,False,38,None
S108428,False,70,None
S108429,False,71,Multiple Accounts
S108430,False,79,Multiple Accounts
S108431,False,19,None
S108432,False,40,Multiple Accounts
S108433,False,28,Fake Address
S108434,False,55,None
S108435,False,56,Document Mismatch
S108436,False,75,Multiple Accounts
S108437,False,64,Document Mismatch
S108438,False,45,None
S108439,True,98,Fake Address
S108440,False,3,Fake Address
S108441,False,61,None
S108442,False,32,Multiple Accounts
S108443,False,23,Document Mismatch
S108444,False,46,Document Mismatch
S108445,False,40,Document Mismatch
S108446,True,95,Document Mismatch
S108447,False,17,Multiple Accounts
S108448,False,1,Fake Address
S108449,False,78,None
S108450,False,59,None
S108451,False,76,Document Mismatch
S108452,False,78,Multiple Accounts
S108453,False,43,Fake Address
S108454,True,97,Fake Address
S108455,False,42,Fake Address
S108456,False,84,None
S108457,False,80,Multiple Accounts
S108458,False,28,Multiple Accounts
S108459,False,54,Fake Address
S108460,False,26,Multiple Accounts
S108461,False,51,Fake Address
S108462,True,98,Document Mismatch
S108463,False,16,Multiple Accounts
S108464,False,43,Multiple Accounts
S108465,False,55,Fake Address
S108466,False,49,Fake Address
S108467,False,51,Multiple Accounts
S108468,True,99,Fake Address
S108469,False,81,Multiple Accounts
S108470,False,29,Multiple Accounts
S108471,False,17,None
S108472,False,6,None
S108473,True,92,None
S108474,False,45,Document Mismatch
S108475,False,64,Multiple Accounts
S108476,False,62,Document Mismatch
S108477,False,2,None
S108478,False,81,None
S108479,False,28,None
S108480,False,12,None
S108481,False,68,Multiple Accounts
S108482,False,82,None
S108483,False,72,Fake Address
S108484,False,6,Document Mismatch
S108485,False,42,Document Mismatch
S108486,False,17,None
S108487,False,50,Document Mismatch
S108488,False,75,None
S108489,False,7,Document Mismatch
S108490,False,12,Fake Address
S108491,False,84,Fake Address
S108492,False,17,Multiple Accounts
S108493,False,83,Document Mismatch
S108494,False,6,Document Mismatch
S108495,False,75,Document Mismatch
S108496,False,68,Fake Address
S108497,False,2,Multiple Accounts
S108498,False,21,Multiple Accounts
S108499,False,50,Multiple Accounts
S108500,False,32,Document Mismatch
S108501,True,90,Multiple Accounts
S108502,False,68,Fake Address
S108503,False,26,Document Mismatch
S108504,False,74,Multiple Accounts
S108505,False,41,None
S108506,False,72,Multiple Accounts
S108507,False,5,Fake Address
S108508,False,46,None
S108509,False,53,Fake Address
S108510,False,17,Fake Address
S108511,True,89,Fake Address
S108512,False,34,Fake Address
S108513,False,56,Document Mismatch
S108514,True,88,None
S108515,True,86,Document Mismatch
S108516,False,36,Document Mismatch
S108517,True,86,Document Mismatch
S108518,False,34,Multiple Accounts
S108519,False,31,None
S108520,False,76,Document Mismatch
S108521,False,84,None
S108522,False,43,Document Mismatch
S108523,False,34,Document Mismatch
S108524,False,38,Fake Address
S108525,False,13,Document Mismatch
S108526,False,79,Document Mismatch
S108527,False,19,Multiple Accounts
S108528,False,72,None
S108529,False,62,Document Mismatch
S108530,False,51,Fake Address
S108531,False,19,Fake Address
S108532,True,90,Document Mismatch
S108533,True,96,Document Mismatch
S108534,True,87,Document Mismatch
S108535,False,72,Fake Address
S108536,False,66,Document Mismatch
S108537,False,8,Multiple Accounts
S108538,False,52,Multiple Accounts
S108539,False,59,None
S108540,False,20,Document Mismatch
S108541,False,29,Document Mismatch
S108542,False,5,None
S108543,False,68,None
S108544,False,24,None
S108545,False,69,Multiple Accounts
S108546,False,72,Fake Address
S108547,False,30,Document Mismatch
S108548,False,12,None
S108549,False,80,Multiple Accounts
S108550,False,14,Document Mismatch
S108551,True,94,Document Mismatch
S108552,False,10,Multiple Accounts
S108553,False,60,Fake Address
S108554,True,86,Fake Address
S108555,False,39,Document Mismatch
S108556,False,73,Fake Address
S108557,False,47,Fake Address
S108558,False,60,Document Mismatch
S108559,True,86,Document Mismatch
S108560,False,80,Document Mismatch
S108561,False,15,Fake Address
S108562,False,40,Multiple Accounts
S108563,False,17,Multiple Accounts
S108564,False,2,None
S108565,False,77,Fake Address
S108566,True,100,Document Mismatch
S108567,False,70,None
S108568,True,98,Multiple Accounts
S108569,False,37,Multiple Accounts
S108570,False,41,Document Mismatch
S108571,False,54,Fake Address
S108572,True,90,Fake Address
S108573,False,29,None
S108574,False,6,Fake Address
S108575,False,9,Multiple Accounts
S108576,True,92,Fake Address
S108577,False,39,Fake Address
S108578,True,90,Multiple Accounts
S108579,True,98,Fake Address
S108580,True,99,Document Mismatch
S108581,False,63,Fake Address
S108582,False,71,Multiple Accounts
S108583,False,76,Fake Address
S108584,True,88,Fake Address
S108585,False,6,Document Mismatch
S108586,False,47,Document Mismatch
S108587,False,40,None
S108588,False,8,None
S108589,False,10,Fake Address
S108590,True,92,None
S108591,False,52,None
S108592,False,6,Document Mismatch
S108593,False,15,None
S108594,False,40,Document Mismatch
S108595,False,43,Multiple Accounts
S108596,False,40,Multiple Accounts
S108597,True,99,Document Mismatch
S108598,False,25,Fake Address
S108599,False,51,Document Mismatch
S108600,False,47,Document Mismatch
S108601,False,81,Multiple Accounts
S108602,False,47,Multiple Accounts
S108603,True,91,Fake Address
S108604,False,55,None
S108605,False,35,Document Mismatch
S108606,False,44,Multiple Accounts
S108607,False,35,Multiple Accounts
S108608,False,13,None
S108609,False,47,Multiple Accounts
S108610,False,25,Document Mismatch
S108611,True,91,Fake Address
S108612,False,45,Fake Address
S108613,False,13,Multiple Accounts
S108614,False,57,Document Mismatch
S108615,True,93,Multiple Accounts
S108616,False,64,Multiple Accounts
S108617,False,43,Fake Address
S108618,False,81,Document Mismatch
S108619,False,8,Multiple Accounts
S108620,False,40,None
S108621,False,15,Multiple Accounts
S108622,False,65,Fake Address
S108623,False,45,None
S108624,False,20,Multiple Accounts
S108625,False,59,None
S108626,False,44,Fake Address
S108627,False,12,None
S108628,False,2,Multiple Accounts
S108629,False,9,Multiple Accounts
S108630,True,95,None
S108631,False,48,Document Mismatch
S108632,False,52,None
S108633,False,9,Multiple Accounts
S108634,False,16,None
S108635,False,54,None
S108636,False,85,Multiple Accounts
S108637,False,45,Fake Address
S108638,False,51,Multiple Accounts
S108639,False,35,Multiple Accounts
S108640,True,94,None
S108641,False,34,Fake Address
S108642,False,64,Fake Address
S108643,False,21,Fake Address
S108644,False,61,Multiple Accounts
S108645,False,63,Document Mismatch
S108646,True,86,None
S108647,False,12,Document Mismatch
S108648,False,35,None
S108649,False,35,Fake Address
S108650,False,55,Multiple Accounts
S108651,False,30,Multiple Accounts
S108652,False,64,None
S108653,True,89,Fake Address
S108654,False,32,Document Mismatch
S108655,True,97,Multiple Accounts
S108656,False,61,Multiple Accounts
S108657,False,26,Multiple Accounts
S108658,False,45,None
S108659,False,60,Document Mismatch
S108660,False,27,Fake Address
S108661,False,84,None
S108662,False,13,Document Mismatch
S108663,False,44,Multiple Accounts
S108664,False,18,None
S108665,False,6,None
S108666,False,64,Document Mismatch
S108667,True,90,Multiple Accounts
S108668,False,60,Multiple Accounts
S108669,False,60,None
S108670,True,87,Document Mismatch
S108671,False,63,Document Mismatch
S108672,False,10,None
S108673,False,51,None
S108674,True,86,None
S108675,False,44,Fake Address
S108676,False,23,Multiple Accounts
S108677,False,65,Document Mismatch
S108678,True,98,Document Mismatch
S108679,False,25,Document Mismatch
S108680,False,49,Multiple Accounts
S108681,False,55,Fake Address
S108682,False,41,Multiple Accounts
S108683,False,45,Document Mismatch
S108684,False,53,Fake Address
S108685,False,25,Multiple Accounts
S108686,True,86,Fake Address
S108687,False,29,None
S108688,False,17,Document Mismatch
S108689,False,20,Multiple Accounts
S108690,False,75,Multiple Accounts
S108691,False,32,Fake Address
S108692,False,4,Fake Address
S108693,False,36,Multiple Accounts
S108694,False,38,None
S108695,False,42,Fake Address
S108696,False,11,Fake Address
S108697,False,2,None
S108698,False,35,Multiple Accounts
S108699,False,21,None
S108700,False,24,None
S108701,False,43,None
S108702,False,51,Multiple Accounts
S108703,False,32,Multiple Accounts
S108704,False,58,Fake Address
S108705,False,4,Fake Address
S108706,False,71,Multiple Accounts
S108707,False,6,Fake Address
S108708,False,27,Multiple Accounts
S108709,False,7,Fake Address
S108710,False,17,None
S108711,False,72,None
S108712,True,89,Multiple Accounts
S108713,False,55,Multiple Accounts
S108714,False,81,Fake Address
S108715,False,14,Multiple Accounts
S108716,False,9,Document Mismatch
S108717,False,12,Multiple Accounts
S108718,True,98,Multiple Accounts
S108719,False,17,Fake Address
S108720,False,26,Fake Address
S108721,False,54,Fake Address
S108722,False,72,Fake Address
S108723,False,69,Multiple Accounts
S108724,False,60,Multiple Accounts
S108725,False,26,None
S108726,False,77,Multiple Accounts
S108727,False,48,Document Mismatch
S108728,False,69,None
S108729,False,67,None
S108730,True,96,Document Mismatch
S108731,False,65,None
S108732,False,22,Multiple Accounts
S108733,False,13,Fake Address
S108734,False,56,None
S108735,True,100,Document Mismatch
S108736,False,74,Fake Address
S108737,False,58,None
S108738,False,66,Multiple Accounts
S108739,False,22,Document Mismatch
S108740,False,32,Multiple Accounts
S108741,False,17,Fake Address
S108742,False,68,Document Mismatch
S108743,False,43,Fake Address
S108744,False,49,Fake Address
S108745,False,31,Fake Address
S108746,False,69,Multiple Accounts
S108747,False,82,Fake Address
S108748,False,11,None
S108749,False,18,Document Mismatch
S108750,False,5,Document Mismatch
S108751,False,48,None
S108752,False,36,Fake Address
S108753,False,22,Fake Address
S108754,True,86,None
S108755,False,28,None
S108756,True,88,Document Mismatch
S108757,True,97,Multiple Accounts
S108758,False,47,Multiple Accounts
S108759,True,91,Multiple Accounts
S108760,False,10,Fake Address
S108761,False,82,Document Mismatch
S108762,False,44,Multiple Accounts
S108763,False,3,Document Mismatch
S108764,False,45,None
S108765,False,72,Fake Address
S108766,False,8,None
S108767,False,26,Multiple Accounts
S108768,False,44,Document Mismatch
S108769,False,81,None
S108770,False,5,Document Mismatch
S108771,True,99,Multiple Accounts
S108772,False,65,None
S108773,False,30,Document Mismatch
S108774,False,55,Document Mismatch
S108775,False,32,Fake Address
S108776,False,2,Multiple Accounts
S108777,False,37,None
S108778,False,79,None
S108779,False,45,Fake Address
S108780,False,34,Multiple Accounts
S108781,True,93,Multiple Accounts
S108782,False,36,None
S108783,False,56,Document Mismatch
S108784,False,31,Document Mismatch
S108785,False,14,None
S108786,False,5,Multiple Accounts
S108787,False,28,Multiple Accounts
S108788,False,76,Document Mismatch
S108789,False,57,Multiple Accounts
S108790,True,87,Fake Address
S108791,False,7,Fake Address
S108792,False,69,Document Mismatch
S108793,False,64,None
S108794,False,45,None
S108795,False,64,Multiple Accounts
S108796,False,85,Multiple Accounts
S108797,False,62,Multiple Accounts
S108798,False,14,Document Mismatch
S108799,False,80,Document Mismatch
S108800,False,39,Fake Address
S108801,True,100,Multiple Accounts
S108802,False,84,None
S108803,False,39,None
S108804,False,77,Document Mismatch
S108805,False,84,Multiple Accounts
S108806,False,68,None
S108807,False,49,None
S108808,False,4,Multiple Accounts
S108809,False,5,None
S108810,False,23,None
S108811,False,19,None
S108812,True,89,None
S108813,False,40,Document Mismatch
S108814,True,99,Fake Address
S108815,False,65,Document Mismatch
S108816,False,56,Document Mismatch
S108817,False,20,Document Mismatch
S108818,True,90,Multiple Accounts
S108819,False,36,Fake Address
S108820,False,46,Document Mismatch
S108821,False,22,None
S108822,False,3,Document Mismatch
S108823,False,70,Fake Address
S108824,False,77,None
S108825,True,96,Fake Address
S108826,True,92,None
S108827,False,85,Document Mismatch
S108828,False,33,Document Mismatch
S108829,False,69,Fake Address
S108830,False,37,Multiple Accounts
S108831,False,4,None
S108832,False,65,None
S108833,False,49,Multiple Accounts
S108834,False,68,Fake Address
S108835,False,65,None
S108836,False,30,Fake Address
S108837,False,75,Document Mismatch
S108838,False,71,Fake Address
S108839,False,67,Fake Address
S108840,False,21,Fake Address
S108841,False,64,Document Mismatch
S108842,False,79,Multiple Accounts
S108843,True,89,Multiple Accounts
S108844,False,26,Document Mismatch
S108845,False,61,Multiple Accounts
S108846,False,79,None
S108847,False,5,None
S108848,False,36,None
S108849,False,27,Document Mismatch
S108850,False,33,None
S108851,True,96,None
S108852,False,83,None
S108853,False,83,Document Mismatch
S108854,False,9,None
S108855,False,55,Document Mismatch
S108856,False,46,Multiple Accounts
S108857,False,9,Multiple Accounts
S108858,False,58,None
S108859,False,32,Multiple Accounts
S108860,False,37,Fake Address
S108861,False,40,Fake Address
S108862,False,4,None
S108863,False,65,Fake Address
S108864,False,41,None
S108865,False,45,None
S108866,False,84,Document Mismatch
S108867,False,4,Fake Address
S108868,True,88,None
S108869,False,71,Fake Address
S108870,False,60,Fake Address
S108871,False,19,None
S108872,False,47,Fake Address
S108873,False,8,None
S108874,False,20,None
S108875,False,20,None
S108876,False,34,Fake Address
S108877,False,40,Fake Address
S108878,False,27,None
S108879,False,53,Multiple Accounts
S108880,False,25,None
S108881,False,18,Fake Address
S108882,False,20,Fake Address
S108883,False,64,None
S108884,False,15,Fake Address
S108885,True,97,Fake Address
S108886,False,76,Document Mismatch
S108887,True,100,None
S108888,False,36,Multiple Accounts
S108889,False,54,None
S108890,False,38,Fake Address
S108891,False,11,None
S108892,True,86,None
S108893,False,61,Fake Address
S108894,False,1,None
S108895,False,59,Multiple Accounts
S108896,False,18,Document Mismatch
S108897,False,75,None
S108898,False,68,Fake Address
S108899,True,100,Document Mismatch
S108900,False,73,Multiple Accounts
S108901,False,1,Fake Address
S108902,False,64,Fake Address
S108903,False,56,Fake Address
S108904,False,85,None
S108905,False,72,Document Mismatch
S108906,True,88,Document Mismatch
S108907,False,67,Multiple Accounts
S108908,True,98,Document Mismatch
S108909,False,35,Document Mismatch
S108910,False,71,Multiple Accounts
S108911,False,3,Document Mismatch
S108912,True,91,Document Mismatch
S108913,False,43,Fake Address
S108914,True,90,None
S108915,False,28,Document Mismatch
S108916,True,88,Document Mismatch
S108917,False,33,Multiple Accounts
S108918,True,92,Document Mismatch
S108919,False,48,Multiple Accounts
S108920,False,50,Document Mismatch
S108921,False,22,Fake Address
S108922,False,55,Document Mismatch
S108923,False,1,Fake Address
S108924,False,69,Multiple Accounts
S108925,True,92,Document Mismatch
S108926,False,35,Multiple Accounts
S108927,True,98,None
S108928,False,18,Fake Address
S108929,False,34,Document Mismatch
S108930,False,69,Fake Address
S108931,False,52,None
S108932,False,81,None
S108933,False,45,Multiple Accounts
