seller_id,seller_name,country,business_type,industry,registration_date,annual_revenue
S108461,Thompson-Coleman,USA,LLP,Fashion,2026-07-15,1085204.0
S108462,"Robinson, Phillips and Frazier",Germany,Sole Proprietor,Automotive,2024-10-22,2801892.0
S108463,Trujillo Group,Singapore,Individual,Beauty,2025-08-24,5306890.0
S108464,Sutton and Sons,India,Individual,Sports,2025-07-12,3153349.0
S108465,"Lambert, Brooks and Phillips",India,LLP,Home,2024-02-06,8294760.0
S108466,Rodriguez Group,UK,LLP,Books,2022-11-02,1057341.0
S108467,"Mclaughlin, Clark and Leblanc",Singapore,Private Limited,Electronics,2026-06-05,2323417.0
S108468,Mendoza-Skinner,Germany,Partnership,Home,2025-06-29,4446923.0
S108469,Edwards-Ryan,Germany,Private Limited,Electronics,2024-11-16,9225882.0
S108470,"Hughes, Dixon and Webb",USA,LLP,Electronics,2023-01-22,6129661.0
S108471,Robinson PLC,Australia,Private Limited,Fashion,2026-01-21,1586154.0
S108472,"Chan, Hall and Johnson",Singapore,Private Limited,Automotive,2023-08-06,4843768.0
S108473,"Robinson, Vega and Knapp",India,Private Limited,Sports,2023-02-15,7373389.0
S108474,Morales and Sons,USA,LLP,Automotive,2026-06-15,419971.0
S108475,"Cameron, Cannon and Ray",Canada,LLP,Electronics,2022-12-27,1535573.0
S108476,Francis and Sons,Singapore,Sole Proprietor,Electronics,2024-01-11,2814314.0
S108477,"Travis, Wheeler and Stanley",UK,Partnership,Sports,2023-10-12,9831026.0
S108478,Olson Inc,Canada,Individual,Automotive,2022-02-25,4786428.0
S108479,Rivera-Walker,Singapore,Partnership,Sports,2023-06-02,1535465.0
S108480,Williams LLC,USA,Private Limited,Fashion,2023-10-28,5124885.0
S108481,Bennett Ltd,INDIA,Individual,Electronics,2025-02-07,1508953.0
S108482,Riley Inc,Singapore,Individual,Fashion,2026-06-27,5126862.0
S108483,"Hayes, Anderson and Moore",Australia,Private Limited,Books,2026-06-29,8477858.0
S108484,Martinez-Lee,Australia,LLP,Beauty,2022-05-21,3441155.0
S108485,Herrera Group,USA,Sole Proprietor,Home,2025-11-05,7304557.0
S108486,"Silva, Zhang and Morales",Australia,Private Limited,Beauty,2024-05-25,9224867.0
S108487,Charles Group,Germany,Individual,Fashion,2024-10-07,4063389.0
S108488,Byrd-Fox,UK,Private Limited,Electronics,2026-04-22,2004499.0
S108489,"Tyler, Acosta and Douglas",USA,Individual,Home,2022-12-05,1498081.0
S108490,"Woods, Mitchell and Mendez",Australia,Private Limited,Sports,2022-06-21,3804545.0
S108491,"Burke, Stewart and Spears",India,Individual,Books,2025-04-27,5172342.0
S108492,Rodriguez Inc,Canada,Individual,Fashion,2025-06-19,8868817.0
S108493,Ramirez Group,Canada,Individual,Sports,2025-01-21,8913265.0
S108494,Travis-Kelly,Australia,Individual,Sports,2024-02-17,6965041.0
S108495,"Davis, Harvey and Alvarado",UK,LLP,Fashion,2023-01-21,2013223.0
S108496,Reynolds Group,Singapore,Sole Proprietor,Electronics,2025-10-16,9708889.0
S108497,Welch Ltd,Singapore,Sole Proprietor,Electronics,2024-11-16,2635029.0
S108498,"Edwards, Hensley and Davis",India,Private Limited,Fashion,2023-10-20,6635981.0
S108499,Gonzalez-Davis,Canada,Private Limited,Electronics,2024-06-24,2593500.0
S108500,"Murray, Friedman and Wall",USA,Partnership,Home,2025-07-06,6738948.0
S108501,Meyers-Garner,Germany,Individual,Books,2025-12-28,1211062.0
S108502,Garcia-Carlson,Germany,Individual,Electronics,2025-09-03,3701645.0
S108503,"Jenkins, Freeman and Castro",Australia,Sole Proprietor,Sports,2022-07-08,1981921.0
S108504,Davis and Sons,Canada,Partnership,Books,2022-03-15,5436483.0
S108505,"Farrell, Page and Wong",Singapore,Individual,Electronics,2023-05-05,3505171.0
S108506,"Brown, Moreno and Gould",Singapore,Private Limited,Electronics,2026-04-13,4227785.0
S108507,"Williams, Gallagher and Day",UK,LLP,Sports,2024-01-24,7261809.0
S108508,Porter Group,India,Partnership,Electronics,2023-06-09,8761378.0
S108509,Bailey-Pope,Germany,Partnership,Books,2022-04-29,8370349.0
S108510,"Jackson, Price and Lang",Germany,LLP,Home,2025-12-11,2625237.0
S108511,"Lee, Mccall and Lang",UK,Partnership,Fashion,2023-04-09,1312344.0
S108512,Jones PLC,Singapore,Partnership,Home,2026-03-09,3555894.0
S108513,"Rivera, Lane and Webster",India,Partnership,Electronics,2023-02-06,8396046.0
S108514,Collins PLC,Australia,Sole Proprietor,Automotive,2022-06-07,1607294.0
S108515,Sanchez Ltd,Australia,Individual,Books,2026-04-28,7423458.0
S108516,Guzman Ltd,Singapore,Individual,Fashion,2026-04-05,9668899.0
S108517,Watson-Frank,Canada,Partnership,Home,2026-04-30,3502319.0
S108518,"Walker, Neal and Mckee",India,Partnership,Beauty,2024-08-03,431009.0
S108519,Frazier PLC,India,LLP,Sports,2025-05-29,4763314.0
S108520,"Blake, Martinez and Olson",Germany,Sole Proprietor,Home,2024-03-23,6714130.0
S108521,Kidd-Robinson,Australia,Sole Proprietor,Fashion,2026-01-05,2347217.0
S108522,"Moore, Bartlett and Waters",Singapore,Private Limited,Fashion,2025-11-14,7787862.0
S108523,Rodriguez-Stokes,India,Individual,Beauty,2022-08-10,5389778.0
S108524,Bass Ltd,Canada,Individual,Home,2022-02-24,9780747.0
S108525,"Lopez, Grant and Humphrey",Germany,Individual,Books,2025-09-05,864637.0
S108526,"Stevenson, Jarvis and Fry",Canada,Partnership,Fashion,2023-05-27,3113615.0
S108527,Collier-Dillon,USA,LLP,Fashion,2022-03-04,6865254.0
S108528,Conway Inc,UK,Sole Proprietor,Home,2024-10-02,4968284.0
S108529,"Frey, Mann and Sullivan",UK,Sole Proprietor,Automotive,2024-12-13,9312020.0
S108530,Martinez PLC,USA,Sole Proprietor,Automotive,2022-12-17,4133672.0
S108531,Hall-George,Germany,LLP,Sports,2026-02-08,137311.0
S108532,Scott-Summers,Singapore,Sole Proprietor,Beauty,2023-01-17,2434724.0
S108533,"Barton, King and Hall",Canada,LLP,Sports,2025-11-19,2421849.0
S108534,Price-Parsons,Australia,LLP,Sports,2023-11-23,4652790.0
S108535,"Allen, Jacobson and Owen",UK,LLP,Home,2022-08-19,3599604.0
S108536,"Ross, Stanley and Morgan",Canada,Individual,Sports,2024-05-11,451415.0
S108537,"Williams, Matthews and Dominguez",USA,LLP,Sports,2022-12-05,3996131.0
S108538,Cox-Kramer,Germany,Partnership,Sports,2025-02-22,3509323.0
S108539,"Marshall, Soto and Melendez",Canada,Partnership,Fashion,2024-03-22,9488732.0
S108540,Hart Ltd,Singapore,Private Limited,Fashion,2023-05-08,8973618.0
S108541,"Jacobs, Thompson and Rodriguez",India,Individual,Books,2025-11-24,3999116.0
S108542,Fields-Mcclain,Germany,LLP,Beauty,2024-01-16,8755392.0
S108543,Curtis-Hodges,UK,Partnership,Beauty,2026-06-26,4638065.0
S108544,Barnes PLC,Canada,Partnership,Automotive,2024-09-09,4508527.0
S108545,Jones and Sons,India,Partnership,Fashion,2024-10-02,1532041.0
S108546,Mccarty Group,USA,Individual,Beauty,2023-04-12,1822498.0
S108547,Villa Group,Germany,LLP,Books,2022-12-12,9698365.0
S108548,Mendoza and Sons,Germany,Partnership,Beauty,2022-03-18,2093939.0
S108549,Mendoza and Sons,UK,LLP,Sports,2023-09-11,131719.0
S108550,"Carter, Smith and Gillespie",Canada,Individual,Electronics,2026-03-15,4569022.0
S108551,Anderson-Jackson,UK,Individual,Books,2024-06-18,3040750.0
S108552,Moss LLC,Canada,Individual,Automotive,2023-10-01,3643275.0
S108553,Barker PLC,Australia,Partnership,Electronics,2022-05-29,6996964.0
S108554,"Perez, Pacheco and Jenkins",Canada,Partnership,Electronics,2022-07-28,5199191.0
S108555,Lopez and Sons,Germany,Individual,Home,2023-02-11,6342330.0
S108556,Edwards-Winters,India,Individual,Sports,2025-05-29,2841492.0
S108557,Snow Inc,Germany,Individual,Home,2023-11-13,5782692.0
S108558,"Gibbs, Roberts and Jackson",UK,LLP,Beauty,2023-12-20,4381950.0
S108559,"Salas, Nelson and Caldwell",USA,Partnership,Sports,2023-05-21,6421564.0
S108560,"Johnson, Steele and Sanchez",Canada,LLP,Home,2026-05-15,3933491.0
S108561,Smith-Burke,Germany,Partnership,Electronics,2023-07-01,
S108562,Jenkins-Miles,USA,LLP,Home,2025-10-17,4624998.0
S108563,Wilson Ltd,Australia,LLP,Books,2023-11-24,9556012.0
S108564,"Simmons, Brown and Rogers",UK,Partnership,Home,2024-05-18,530872.0
S108565,Smith-Lang,India,Private Limited,Electronics,2022-06-26,1605513.0
S108566,Garcia-Simpson,Canada,Partnership,Automotive,2022-10-09,2603286.0
S108567,Oliver PLC,Germany,Private Limited,Fashion,2024-12-06,6365065.0
S108568,"Brown, Lee and Williams",Singapore,Sole Proprietor,Beauty,2023-07-01,2159024.0
S108569,Rivas-Anderson,Australia,Individual,Automotive,2026-01-28,7516209.0
S108570,Branch-Cohen,Australia,Private Limited,Beauty,2026-06-22,8948248.0
S108571,"Brown, Blankenship and White",USA,Sole Proprietor,Books,2025-09-09,978699.0
S108572,Contreras Inc,Canada,LLP,Home,2025-10-22,7616213.0
S108573,Day LLC,India,Sole Proprietor,Fashion,2023-06-14,542858.0
S108574,Flores-Adams,Singapore,Sole Proprietor,Sports,2022-06-24,6868051.0
S108575,"Lane, Branch and Johnson",Australia,LLP,Electronics,2025-01-18,1954247.0
S108576,Allen Group,India,Private Limited,Beauty,2026-07-04,4405728.0
S108577,"James, Aguilar and Zuniga",Singapore,Individual,Fashion,2023-07-18,8903171.0
S108578,Greene-Rowe,Australia,LLP,Sports,2023-07-12,3217864.0
S108579,"Reed, Hall and Reyes",Singapore,Partnership,Home,2024-08-07,619186.0
S108580,"Wright, Davenport and Weber",India,Partnership,Fashion,2026-07-18,8220742.0
S108581,"Patton, Lee and Rhodes",Canada,LLP,Automotive,2025-09-15,9720414.0
S108582,"Mcguire, Logan and Torres",UK,Individual,Books,2026-07-20,3090742.0
S108583,Valdez-Trevino,Canada,LLP,Books,2023-08-07,6546103.0
S108584,Smith-Coleman,Germany,Sole Proprietor,Books,2023-08-25,2368412.0
S108585,Hunt and Sons,Singapore,Individual,Automotive,2026-03-20,8035604.0
S108586,Ortiz-Harris,Singapore,LLP,Home,2024-06-10,2238262.0
S108587,Craig-Ryan,Germany,LLP,Fashion,2024-10-22,180063.0
S108588,Farley LLC,India,Individual,Beauty,2026-03-01,1171337.0
S108589,Kennedy Inc,Australia,Partnership,Fashion,2023-07-09,5184381.0
S108590,"Rose, Graham and Salazar",Germany,Sole Proprietor,Automotive,2026-05-23,4824228.0
S108591,"Johnson, Hamilton and Stokes",Australia,LLP,Sports,2023-01-13,3979809.0
S108592,Thompson-Wright,UK,Individual,Home,2024-04-18,3621174.0
S108593,"Thompson, Acevedo and Duffy",Canada,Private Limited,Home,2022-11-29,7139424.0
S108594,"Rivera, Smith and Adams",UK,Sole Proprietor,Sports,2024-09-23,1578343.0
S108595,Nicholson-Smith,Australia,Individual,Electronics,2022-07-05,7515123.0
S108596,Martin-Malone,India,Partnership,Sports,2022-07-31,2154700.0
S108597,"Schultz, Boyle and Roman",Australia,Sole Proprietor,Books,2025-07-27,
S108598,Lynch-Suarez,Germany,Partnership,Electronics,2026-02-19,4066593.0
S108599,Bridges-Glenn,India,LLP,Home,2026-05-13,
S108600,Hudson PLC,UK,Sole Proprietor,Books,2022-07-04,4888878.0
S108601,Campbell-Clark,USA,Private Limited,Books,2026-01-01,5932169.0
S108602,"Davis, Atkins and Sullivan",Singapore,Private Limited,Home,2026-07-25,9140261.0
S108603,Green Inc,USA,Private Limited,Beauty,2022-12-13,9023716.0
S108604,"Mills, Smith and Gill",Singapore,Partnership,Automotive,2024-01-06,6851205.0
S108605,"Peterson, Taylor and Romero",Australia,Partnership,Sports,2025-02-10,2142024.0
S108606,Lewis-Hill,Australia,Private Limited,Electronics,2022-10-11,7005095.0
S108607,Stevenson-Bishop,UK,Partnership,Books,2025-07-29,7706193.0
S108608,Estrada-Black,Australia,Partnership,Electronics,2022-06-19,5781958.0
S108609,Jordan-Chapman,Canada,Sole Proprietor,Fashion,2026-02-01,1136312.0
S108610,"Riley, Bryant and Ortiz",Singapore,Sole Proprietor,Home,2024-08-17,679467.0
S108611,Ellis Ltd,Australia,Sole Proprietor,Home,2025-05-02,4707275.0
S108612,Brennan Group,India,Individual,Beauty,2026-01-30,9728066.0
S108613,"Williams, Mathis and Howell",India,Individual,Beauty,2022-09-02,1326185.0
S108614,Miller and Sons,UK,Partnership,Books,2023-06-06,6455955.0
S108615,"Green, Bean and Baldwin",Australia,Individual,Electronics,2025-04-08,8519764.0
S108616,Garcia-Myers,USA,Individual,Home,2025-03-26,7725182.0
S108617,Barnes-Luna,UK,LLP,Fashion,2026-02-07,5116277.0
S108618,Delgado Inc,Singapore,Partnership,Fashion,2026-02-07,8710068.0
S108619,"Luna, Henderson and Smith",Canada,LLP,Automotive,2023-01-14,4096252.0
S108620,Cruz Ltd,Germany,Partnership,Books,2025-02-19,8364402.0
S108621,Green-Tanner,Germany,Individual,Electronics,2024-08-18,9450567.0
S108622,"White, Mitchell and Clark",Canada,Individual,Automotive,2022-10-29,
S108623,Bishop-Bowman,USA,Private Limited,Books,2022-07-14,2681072.0
S108624,Johnston-Murphy,India,Sole Proprietor,Home,2022-03-05,9287558.0
S108625,Nguyen-Blankenship,USA,Private Limited,Beauty,2024-09-16,9642394.0
S108626,"Rogers, Ortiz and Vincent",Canada,Individual,Sports,2024-04-17,6859306.0
S108627,"Gibbs, Perez and Cooper",Germany,Individual,Fashion,2025-01-13,7270540.0
S108628,Taylor Ltd,UK,Private Limited,Sports,2023-03-17,9631314.0
S108629,"Santana, Santana and Pope",Australia,LLP,Beauty,2022-05-10,6926430.0
S108630,Jones-Decker,UK,Partnership,Home,2025-10-01,8935323.0
S108631,"Matthews, Lam and Solis",USA,Individual,Home,2026-01-08,69526.0
S108632,Turner Inc,Singapore,Individual,Fashion,2025-10-30,7975331.0
S108633,Rivera Ltd,India,Sole Proprietor,Home,2022-02-13,7549717.0
S108634,Ryan Ltd,india,Private Limited,Beauty,2024-12-01,1069563.0
S108635,Patterson-Thompson,Canada,Sole Proprietor,Home,2026-02-10,7044671.0
S108636,Baxter-Turner,Australia,Partnership,Home,2026-07-12,9781466.0
S108637,Soto and Sons,USA,Private Limited,Electronics,2024-10-18,639264.0
S108638,"Lucas, Berry and Blake",Canada,Sole Proprietor,Fashion,2023-07-14,8515901.0
S108639,Villarreal-Oneill,UK,Sole Proprietor,Fashion,2025-10-09,7351344.0
S108640,"Cruz, Morris and Bell",Germany,LLP,Sports,2024-06-20,6918021.0
S108641,Cortez Inc,Australia,Private Limited,Sports,2024-04-19,5881981.0
S108642,Carrillo and Sons,India,Partnership,Home,2023-08-10,4563430.0
S108643,Dunn-Bennett,Singapore,LLP,Beauty,2023-10-11,7459519.0
S108644,Miller-Drake,USA,Partnership,Beauty,2024-03-20,6097357.0
S108645,"Clark, Malone and Day",Australia,LLP,Electronics,2026-05-03,8603548.0
S108646,"Heath, Hernandez and Oneill",USA,Sole Proprietor,Electronics,2024-07-03,9881099.0
S108647,"Burns, Bell and Bennett",UK,Partnership,Beauty,2025-03-28,5922444.0
S108648,Williams-Robinson,India,Individual,Fashion,2023-09-22,5650978.0
S108649,Perry-Williams,Singapore,Private Limited,Home,2022-11-02,1073580.0
S108650,Burgess and Sons,USA,Partnership,Fashion,2024-03-24,3837760.0
S108651,Torres-Campbell,India,Private Limited,Fashion,2026-03-03,6575330.0
S108652,"Larson, Powell and Norman",Australia,LLP,Books,2022-12-18,6277987.0
S108653,Burgess-Higgins,Germany,Private Limited,Fashion,2022-01-21,603774.0
S108654,Garcia Inc,Germany,LLP,Home,2026-04-07,708042.0
S108655,"Mccarty, Gonzalez and Wood",Australia,Partnership,Fashion,2023-11-18,1501923.0
S108656,"Fisher, Woods and Kirby",Germany,Sole Proprietor,Books,2022-10-28,2541173.0
S108657,West and Sons,UK,Partnership,Beauty,2026-03-06,8080174.0
S108658,Blackwell LLC,UK,Individual,Fashion,2023-12-03,9411350.0
S108659,Delacruz-Murray,USA,Partnership,Home,2025-07-20,9692803.0
S108660,Thompson-Gutierrez,Canada,Individual,Electronics,2026-01-14,6058943.0
S108661,Hughes Group,Singapore,Private Limited,Beauty,2026-01-21,6898369.0
S108662,Medina-Horton,Canada,Private Limited,Fashion,2022-10-06,8313901.0
S108663,"Mendez, Blankenship and Melendez",Germany,Private Limited,Fashion,2023-06-13,2222959.0
S108664,"Freeman, Simpson and Bowers",USA,Sole Proprietor,Books,2025-11-28,6765027.0
S108665,Austin-Sutton,USA,Sole Proprietor,Fashion,2024-08-11,2395670.0
S108666,"Allen, Mitchell and Shaw",Singapore,Private Limited,Beauty,2025-10-12,3014766.0
S108667,Taylor-Gomez,USA,LLP,Home,2025-04-02,3537943.0
S108668,Griffin Group,India,Individual,Fashion,2026-07-17,3899159.0
S108669,Humphrey-Booth,Australia,Partnership,Home,2026-04-20,942659.0
S108670,Alvarez Group,India,Sole Proprietor,Automotive,2025-04-11,5287747.0
S108671,Grant-Campbell,USA,Private Limited,Books,2022-03-11,3479497.0
S108672,Wiggins-Johnson,Australia,Partnership,Electronics,2023-07-02,3363729.0
S108673,Fisher-Gomez,USA,Private Limited,Home,2023-02-07,2126843.0
S108674,Carlson-Bell,Australia,Sole Proprietor,Home,2024-11-19,3582310.0
S108675,Davis-Stewart,Canada,LLP,Books,2024-03-27,1433944.0
S108676,Miranda-Pearson,USA,LLP,Automotive,2024-09-24,9234270.0
S108677,Brown PLC,Australia,Individual,Books,2024-08-09,3726232.0
S108678,Mccormick Ltd,Germany,Individual,Sports,2024-12-08,6285831.0
S108679,"Williams, Rosales and Rodgers",Singapore,Individual,Beauty,2024-05-12,9635944.0
S108680,Watson-Kelly,Australia,Partnership,Sports,2022-02-03,
S108681,"Hernandez, Garner and Bowen",UK,LLP,Home,2025-12-16,6031786.0
S108682,Sanchez-Bird,UK,LLP,Automotive,2025-11-16,2467252.0
S108683,Pena-Henderson,India,LLP,Beauty,2025-09-25,9099284.0
S108684,Peterson and Sons,Singapore,Private Limited,Beauty,2025-06-25,2689760.0
S108685,Hancock and Sons,Germany,LLP,Electronics,2023-10-24,3510445.0
S108686,Jordan-Johnson,Australia,Private Limited,Automotive,2024-07-11,3375563.0
S108687,"Sexton, Lambert and Smith",Australia,Sole Proprietor,Beauty,2024-12-05,8930506.0
S108688,Green Inc,UK,Sole Proprietor,Fashion,2023-06-23,2277787.0
S108689,"Doyle, Jones and Fitzgerald",Canada,Sole Proprietor,Fashion,2025-07-25,9649354.0
S108690,Richards-Molina,India,Private Limited,Sports,2024-07-24,7914304.0
S108691,Summers-Miller,Australia,Sole Proprietor,Home,2023-03-22,3593799.0
S108692,"Norris, Harper and Bradley",India,LLP,Electronics,2023-05-03,2817919.0
S108693,"Ross, Edwards and Miller",India,Sole Proprietor,Sports,2024-02-06,9808537.0
S108694,"Garcia, Tanner and Shaw",Singapore,Partnership,Books,2026-06-23,6136861.0
S108695,"Nixon, Cobb and Hill",Singapore,Individual,Automotive,2025-11-03,550857.0
S108696,Jones-Cross,USA,LLP,Electronics,2024-03-22,7363387.0
S108697,West-Mclean,Germany,Sole Proprietor,Beauty,2025-07-30,667796.0
S108698,"Day, Wong and Dixon",Germany,Partnership,Fashion,2023-09-02,8341506.0
S108699,"Smith, Le and Quinn",Germany,Partnership,Electronics,2023-09-02,9583507.0
S108700,Ross-Curtis,IN,Sole Proprietor,Beauty,2023-05-21,2437832.0
S108701,Kelley-Thomas,Canada,Sole Proprietor,Books,2026-01-23,1543623.0
S108702,"Smith, Watson and Anderson",Australia,Individual,Fashion,2024-12-16,5669513.0
S108703,Cooper-Burke,USA,LLP,Fashion,2024-08-19,6444361.0
S108704,Smith-May,USA,Private Limited,Electronics,2023-10-29,5963459.0
S108705,Hill and Sons,Canada,Partnership,Fashion,2025-10-18,7461607.0
S108706,"Hall, Hall and Blair",IN,Private Limited,Sports,2025-10-17,7006373.0
S108707,"Bush, Crawford and Odonnell",USA,Sole Proprietor,Sports,2023-06-11,5700849.0
S108708,Stewart Group,Canada,LLP,Electronics,2023-02-16,9383692.0
S108709,"Allen, Nichols and Thompson",Canada,LLP,Books,2026-06-02,4848227.0
S108710,Jones Inc,Germany,LLP,Beauty,2026-05-14,6224035.0
S108711,Jones-Liu,USA,Individual,Beauty,2022-04-30,8665900.0
S108712,"Price, Johnson and Washington",Germany,Private Limited,Electronics,2022-04-20,2560157.0
S108713,Dillon-Lewis,Australia,Individual,Electronics,2025-09-18,2507381.0
S108714,"Massey, King and Quinn",Australia,Partnership,Fashion,2024-02-18,6358956.0
S108715,"Morgan, Green and Evans",USA,Private Limited,Books,2026-02-15,6601864.0
S108716,Carey-Smith,Australia,Partnership,Fashion,2026-01-14,3168675.0
S108717,Obrien-Campbell,USA,Private Limited,Books,2024-10-31,7633596.0
S108718,Conrad Ltd,UK,Sole Proprietor,Fashion,2025-05-10,1145751.0
S108719,"Jackson, Bowen and Logan",Germany,Partnership,Electronics,2026-06-21,1661253.0
S108720,Brewer-Massey,Canada,Individual,Electronics,2025-05-20,224089.0
S108721,Medina Ltd,UK,Sole Proprietor,Sports,2024-06-01,6699320.0
S108722,"Lyons, Villarreal and Gutierrez",Australia,Individual,Automotive,2024-06-24,3537525.0
S108723,Mendoza-Davis,Singapore,Private Limited,Beauty,2023-09-26,5153743.0
S108724,Montes LLC,Singapore,Partnership,Home,2026-04-24,9405319.0
S108725,Wagner and Sons,Canada,Private Limited,Automotive,2024-08-18,8675133.0
S108726,Thomas PLC,UK,Sole Proprietor,Books,2025-07-14,4737439.0
S108727,Gonzalez-Lester,India,Partnership,Beauty,2026-06-17,1027769.0
S108728,Barton-Nichols,Singapore,Sole Proprietor,Automotive,2022-02-17,3368995.0
S108729,Bailey PLC,Germany,Individual,Beauty,2023-08-23,6186216.0
S108730,"Parsons, Diaz and Jackson",Australia,Sole Proprietor,Electronics,2022-01-30,4840971.0
S108731,Burns PLC,UK,Partnership,Home,2023-05-21,4611727.0
S108732,Cooper-Dean,Germany,Partnership,Sports,2023-09-07,4327210.0
S108733,"Brown, Ray and Torres",Germany,Private Limited,Automotive,2023-04-24,9102346.0
S108734,"Leon, Jones and Jackson",Germany,Sole Proprietor,Electronics,2026-03-05,5512358.0
S108735,"Krause, Rivera and Aguirre",USA,Sole Proprietor,Sports,2022-03-03,5615925.0
S108736,Bennett LLC,Germany,Partnership,Books,2022-06-29,9329911.0
S108737,"Thompson, Medina and Dunlap",USA,Partnership,Sports,2026-06-25,5132538.0
S108738,Matthews LLC,Australia,Partnership,Beauty,2022-07-05,8919529.0
S108739,"Gill, Armstrong and Kelley",Singapore,Sole Proprietor,Sports,2023-04-30,7516877.0
S108740,"Cannon, Oconnor and Haney",UK,Private Limited,Home,2023-06-25,6001888.0
S108741,"Brown, Scott and Cruz",India,Sole Proprietor,Home,2024-04-05,8574691.0
S108742,Martinez-Lawson,UK,Sole Proprietor,Fashion,2024-10-27,730765.0
S108743,Collins and Sons,Germany,Private Limited,Automotive,2023-10-25,1019015.0
S108744,Norris LLC,USA,Private Limited,Electronics,2024-11-13,9623891.0
S108745,"Ford, Randall and Spence",Australia,Sole Proprietor,Home,2025-10-10,6592015.0
S108746,Pittman Ltd,UK,Partnership,Home,2025-05-30,2824944.0
S108747,Thompson PLC,UK,Private Limited,Books,2026-05-06,3945575.0
S108748,Moore-Conway,UK,LLP,Sports,2024-04-10,5586089.0
S108749,Davis-Miller,USA,Individual,Fashion,2022-07-29,6017140.0
S108750,"Morales, Gonzalez and Miller",Germany,Individual,Home,2023-04-27,8512493.0
S108751,"Kelly, Gonzalez and Brown",Germany,Individual,Electronics,2024-12-03,9208709.0
S108752,Flores Inc,India,Private Limited,Books,2023-09-28,7089846.0
S108753,Brown LLC,Canada,LLP,Beauty,2024-05-24,61605.0
S108754,Smith-Alexander,UK,Sole Proprietor,Home,2022-05-01,3605722.0
S108755,Powers Inc,Germany,Partnership,Books,2024-06-22,4683945.0
S108756,Jensen Ltd,Germany,Partnership,Automotive,2025-04-08,2105639.0
S108757,Ward-Dunn,Australia,Individual,Beauty,2022-06-16,3174969.0
S108758,"Tate, Flores and Russell",USA,Individual,Home,2023-11-24,792890.0
S108759,"Reynolds, Curry and Torres",Singapore,Private Limited,Automotive,2025-03-22,6845786.0
S108760,Wilson-Grant,Australia,LLP,Books,2025-02-02,6908111.0
S108761,Harper Inc,Australia,Sole Proprietor,Automotive,2025-12-08,1226584.0
S108762,Russell PLC,Australia,Sole Proprietor,Automotive,2022-04-01,761440.0
S108763,"Adams, Hernandez and Butler",Singapore,LLP,Electronics,2023-10-05,8793174.0
S108764,"Miller, Montgomery and Gross",Canada,Private Limited,Fashion,2023-03-20,6304661.0
S108765,Johnson Inc,USA,Sole Proprietor,Beauty,2026-01-03,6779218.0
S108766,"Goodman, Hendrix and James",India,Individual,Home,2023-04-03,8700750.0
S108767,"Davis, Brown and Molina",UK,LLP,Automotive,2022-01-01,484732.0
S108768,"Acosta, Fields and Moore",USA,Sole Proprietor,Books,2026-05-28,8135281.0
S108769,Anderson-Singh,USA,Sole Proprietor,Electronics,2022-08-05,572888.0
S108770,Nichols-Butler,India,Private Limited,Home,2023-08-26,5986127.0
S108771,"Buckley, Hernandez and Miller",Singapore,Partnership,Electronics,2025-01-14,1604284.0
S108772,Kelly-Little,UK,Sole Proprietor,Electronics,2024-02-28,1570290.0
S108773,Santos Group,Canada,LLP,Sports,2025-03-09,9753914.0
S108774,"Carroll, James and Thomas",India,Private Limited,Beauty,2025-07-04,6319263.0
S108775,"Lee, Nelson and Berry",India,LLP,Books,2022-09-05,9706744.0
S108776,"Miller, Smith and Reed",India,Sole Proprietor,Fashion,2025-03-26,6958592.0
S108777,Taylor Ltd,Canada,Partnership,Electronics,2024-10-24,7316203.0
S108778,"Nielsen, Valentine and Bell",Singapore,Partnership,Electronics,2024-09-16,180641.0
S108779,Wolf PLC,Canada,Individual,Automotive,2023-09-30,2526369.0
S108780,"Bryant, Warner and Moore",Canada,Private Limited,Automotive,2022-11-30,9420068.0
S108781,Williams Ltd,Australia,LLP,Electronics,2024-10-01,1751430.0
S108782,"Ford, Bruce and Hansen",Canada,Partnership,Electronics,2022-11-11,9965193.0
S108783,"Snyder, Anderson and Trujillo",USA,Private Limited,Home,2022-10-15,1295301.0
S108784,"Ford, Martinez and Bishop",Singapore,Private Limited,Books,2025-03-26,5972598.0
S108785,Phillips and Sons,USA,Private Limited,Electronics,2025-02-26,4499090.0
S108786,"Shepherd, Rivera and Forbes",India,Individual,Home,2023-03-13,8069517.0
S108787,"Johnson, Spears and Mcintyre",Singapore,Individual,Beauty,2024-10-12,6143744.0
S108788,"Ross, Shaffer and Williams",Canada,Sole Proprietor,Books,2024-02-29,2642071.0
S108789,"Johnson, Moody and Decker",Australia,Partnership,Books,2025-01-12,165847.0
S108790,Smith-Logan,Germany,Partnership,Electronics,2022-05-20,3091928.0
S108791,Tanner-Baker,Germany,Private Limited,Automotive,2022-03-09,3901254.0
S108792,Schwartz-Lawson,India,Partnership,Sports,2024-01-29,1281985.0
S108793,Williams-Riley,Germany,LLP,Beauty,2025-10-11,1615354.0
S108794,Harrell-Walters,USA,Individual,Electronics,2025-02-09,7291409.0
S108795,"Silva, Rivera and Myers",India,Individual,Sports,2022-06-17,2087405.0
S108796,"Green, Johnson and Lester",Australia,Private Limited,Home,2025-09-30,3909134.0
S108797,Sims-Gomez,Singapore,Sole Proprietor,Home,2025-05-31,3768703.0
S108798,Walker PLC,USA,Individual,Fashion,2023-10-27,6042439.0
