seller_id,orders,sales,returns,refunds
S108302,358,341890,18,5868
S108303,78,181662,14,14686
S108304,129,192597,23,11684
S108305,418,221122,74,109668
S108306,122,219112,16,16656
S108307,78,73086,14,12222
S108308,445,397385,51,41565
S108309,439,1044381,8,11656
S108310,374,419628,10,5790
S108311,365,247105,67,112627
S108312,489,861618,63,124047
S108313,47,92966,3,1356
S108314,21,27531,0,0
S108315,20,25380,1,1634
S108316,288,690912,0,0
S108317,466,814102,13,13832
S108318,187,446182,21,16296
S108319,353,724356,33,59763
S108320,77,52129,6,10140
S108321,249,167079,7,12523
S108322,412,697104,49,72863
S108323,309,692160,59,27848
S108324,184,99544,35,66080
S108325,132,70884,14,15848
S108326,214,494554,38,66956
S108327,409,344378,61,84607
S108328,115,252195,9,9990
S108329,343,575211,31,41168
S108330,373,152184,27,31266
S108331,323,743869,18,12456
S108332,31,17453,3,4665
S108333,55,97900,4,4280
S108334,470,211500,52,85072
S108335,3,2379,1,885
S108336,490,1224020,20,24400
S108337,482,502244,23,7337
S108338,8,17280,1,1733
S108339,427,1045723,62,118606
S108340,256,397824,34,49504
S108341,324,200556,7,11522
S108342,341,697004,32,37696
S108343,245,455945,11,15664
S108344,19,43282,2,1762
S108345,92,47564,3,5220
S108346,159,175854,26,38116
S108347,299,539994,29,46400
S108348,300,387600,34,57630
S108349,412,540956,34,18836
S108350,117,103077,7,10934
S108351,57,89718,0,0
S108352,420,644700,45,53235
S108353,279,218736,10,17730
S108354,404,701344,79,126953
S108355,134,79864,3,5568
S108356,278,685548,1,1064
S108357,108,269568,21,37527
S108358,258,254388,37,47804
S108359,69,86733,6,2802
S108360,61,106384,7,11767
S108361,252,604044,37,35483
S108362,48,50112,4,1912
S108363,247,366054,13,9659
S108364,336,379680,12,19524
S108365,395,220015,38,66424
S108366,426,365508,73,46793
S108367,423,464877,35,62440
S108368,185,83250,25,20525
S108369,137,157413,7,13482
S108370,325,540800,15,17340
S108371,283,637882,2,1292
S108372,257,207913,4,4408
S108373,417,999549,42,66780
S108374,345,188715,16,9600
S108375,7,7889,1,1104
S108376,26,59592,3,2013
S108377,435,934380,26,51194
S108378,79,176960,8,11688
S108379,469,450240,44,47124
S108380,61,66429,8,7680
S108381,120,168360,6,3234
S108382,51,71094,2,802
S108383,20,18680,0,0
S108384,366,700158,70,35630
S108385,14,31052,1,1518
S108386,119,89845,21,16968
S108387,195,124410,8,12264
S108388,52,110864,1,1168
S108389,51,87975,7,7644
S108390,79,129639,15,28935
S108391,77,180334,10,16660
S108392,494,362102,77,146685
S108393,19,14288,2,3776
S108394,150,269550,25,47600
S108395,24,12648,1,452
S108396,25,26175,3,5475
S108397,228,319884,7,7644
S108398,146,67890,18,23706
S108399,167,318135,24,17664
S108400,152,74176,0,0
S108401,101,157560,0,0
S108402,136,338232,16,14656
S108403,157,231104,28,21336
S108404,41,95284,8,10744
S108405,423,966132,70,138320
S108406,165,207405,12,17460
S108407,176,382096,33,22341
S108408,117,261378,2,904
S108409,341,806124,47,80417
S108410,244,489952,14,22750
S108411,302,568364,13,21619
S108412,77,57904,3,2826
S108413,374,292842,27,9990
S108414,385,381150,61,56303
S108415,375,802125,50,45950
S108416,309,536733,39,65949
S108417,163,344582,9,12150
S108418,233,448292,4,3348
S108419,119,183974,4,5416
S108420,374,811954,53,22684
S108421,312,322296,44,81092
S108422,396,341748,1,1909
S108423,89,149965,15,8670
S108424,75,88950,10,9780
S108425,103,126690,13,21840
S108426,7,12390,0,0
S108427,320,798720,44,58168
S108428,418,240768,36,28764
S108429,2,1904,0,0
S108430,286,533676,19,18107
S108431,33,54450,4,1736
S108432,281,238007,18,22140
S108433,467,441782,86,48848
S108434,61,130113,12,3624
S108435,476,253232,72,28296
S108436,365,224110,7,12649
S108437,108,249156,15,12090
S108438,361,177612,70,84630
S108439,34,24650,2,874
S108440,460,528080,46,75348
S108441,121,152581,18,30186
S108442,252,390096,27,48384
S108443,295,559320,38,45068
S108444,64,90112,7,6727
S108445,184,176640,10,3780
S108446,141,165393,9,7101
S108447,192,284928,35,26460
S108448,9,9180,1,796
S108449,311,174471,36,59868
S108450,111,51504,11,20372
S108451,331,326035,56,41888
S108452,135,300510,19,36803
S108453,49,120099,9,3204
S108454,485,542715,16,14352
S108455,372,592596,73,55772
S108456,249,130725,29,56927
S108457,352,856064,35,29680
S108458,70,36610,8,6904
S108459,138,218730,8,2920
S108460,337,408107,58,27492
S108461,28,36680,3,4398
S108462,467,836397,80,98480
S108463,424,312064,84,157500
S108464,84,86352,2,2528
S108465,441,546840,46,31510
S108466,431,636156,46,91632
S108467,459,333693,8,15776
S108468,197,413503,21,41223
S108469,489,1105140,79,51666
S108470,248,149048,34,18462
S108471,15,29310,2,1544
S108472,290,490970,39,38376
S108473,53,49767,3,3420
S108474,221,237796,14,18130
S108475,138,86664,8,2944
S108476,378,773010,73,118698
S108477,156,269256,30,29910
S108478,325,735150,9,9279
S108479,331,757328,59,19824
S108480,407,225885,48,71760
S108481,104,188240,3,3726
S108482,131,105979,5,5645
S108483,497,698285,8,10728
S108484,320,372800,18,14202
S108485,347,621130,15,28800
S108486,86,111112,11,20603
S108487,104,76648,17,16014
S108488,174,425082,28,29260
S108489,36,63324,4,4852
S108490,105,258510,20,33040
S108491,64,93120,12,17376
S108492,138,174294,11,15136
S108493,340,183940,63,37485
S108494,499,667163,99,187209
S108495,391,281520,63,63567
S108496,5,7190,0,0
S108497,343,289149,18,24480
S108498,25,40750,3,4494
S108499,473,619630,87,172695
S108500,472,685816,18,34074
S108501,2,3664,0,0
S108502,251,564499,33,31119
S108503,444,500832,49,34888
S108504,237,328245,3,1779
S108505,113,199106,10,6920
S108506,97,234546,4,2788
S108507,41,69659,7,2723
S108508,94,232838,8,3768
S108509,165,69630,6,10950
S108510,69,143313,1,544
S108511,422,599240,26,33826
S108512,119,117453,0,0
S108513,223,106817,6,4944
S108514,389,189832,38,28956
S108515,27,39609,2,2032
S108516,432,961632,48,80160
S108517,460,437460,26,46306
S108518,356,330368,26,16224
S108519,198,103554,38,16378
S108520,226,311654,7,13391
S108521,29,17197,4,3524
S108522,189,122850,8,8528
S108523,136,146064,25,50000
S108524,452,1049544,82,73472
S108525,223,170818,23,21965
S108526,446,602546,56,52528
S108527,457,405816,7,5404
S108528,4,3572,0,0
S108529,111,188700,18,27648
S108530,377,382655,18,22662
S108531,324,217080,47,72521
S108532,176,422048,25,38600
S108533,213,260712,21,18501
S108534,337,145247,28,31500
S108535,95,153235,1,1397
S108536,311,663363,57,99636
S108537,395,413960,29,10063
S108538,95,215840,2,3484
S108539,140,195580,3,1101
S108540,19,47158,1,1921
S108541,473,481514,35,35700
S108542,13,14352,2,1988
S108543,441,344421,23,34201
S108544,265,622485,45,33390
S108545,271,411649,18,17946
S108546,40,60480,3,1542
S108547,277,685021,21,24633
S108548,44,86988,7,13013
S108549,50,56100,4,3328
S108550,146,197830,7,10108
S108551,68,119204,4,4180
S108552,280,309120,42,47040
S108553,94,216012,2,1978
S108554,279,288207,51,86598
S108555,309,637776,7,12978
S108556,417,320673,66,66726
S108557,12,13956,0,0
S108558,441,1068102,7,12124
S108559,405,537030,6,6078
S108560,488,729072,32,60704
S108561,179,281209,1,1117
S108562,147,284004,3,1758
S108563,166,137780,19,16663
S108564,173,252753,9,5976
S108565,25,35300,2,680
S108566,425,699550,0,0
S108567,33,42636,6,5604
S108568,308,737968,25,15575
S108569,454,438110,32,32448
S108570,442,868530,70,128240
S108571,251,626496,46,79120
S108572,436,348800,84,143472
S108573,12,20472,1,351
S108574,458,710816,56,74256
S108575,297,492426,40,27760
S108576,299,339365,32,21920
S108577,440,414040,64,62272
S108578,426,559338,67,85090
S108579,449,192621,27,35505
S108580,161,72933,29,37265
S108581,328,351616,62,92938
S108582,296,133200,53,76797
S108583,256,204288,0,0
S108584,54,47142,7,7903
S108585,65,128440,10,7920
S108586,369,867150,65,102115
S108587,93,40827,1,493
S108588,345,158700,11,16324
S108589,157,74418,12,22428
S108590,449,939308,64,62016
S108591,56,77392,4,6152
S108592,274,292084,31,22041
S108593,139,130382,20,29440
S108594,346,575744,33,37917
S108595,409,606547,26,46514
S108596,303,459045,18,28098
S108597,367,858780,67,24723
S108598,416,653120,69,30567
S108599,435,191835,77,30954
S108600,473,861806,54,54216
S108601,152,296096,7,8057
S108602,131,97988,19,29773
S108603,380,787360,52,83356
S108604,456,735984,47,49115
S108605,329,503041,28,32424
S108606,488,1166808,14,5614
S108607,456,1108992,61,19337
S108608,63,148428,7,2940
S108609,40,99600,1,1790
S108610,93,123132,8,13632
S108611,154,324324,12,11784
S108612,287,192864,11,7821
S108613,330,773520,10,15100
S108614,232,270512,29,32277
S108615,404,930412,51,64566
S108616,390,604500,14,23240
S108617,78,110916,3,2976
S108618,192,159936,4,6228
S108619,491,649593,28,24416
S108620,494,817570,51,38454
S108621,393,880320,7,11746
S108622,20,30260,2,3480
S108623,211,318821,6,11712
S108624,296,136160,33,14652
S108625,449,844569,49,45913
S108626,121,131890,3,1542
S108627,300,345600,6,4338
S108628,113,73111,19,9956
S108629,479,293148,49,63749
S108630,483,1069362,32,34272
S108631,256,155904,12,23148
S108632,310,124620,30,48330
S108633,465,852345,52,102128
S108634,63,48762,3,4062
S108635,337,191753,39,70395
S108636,468,299520,52,31096
S108637,213,510987,19,35397
S108638,301,216720,28,24360
S108639,354,667290,41,36490
S108640,211,153397,21,32046
S108641,408,705024,56,62272
S108642,317,660628,20,20440
S108643,262,509066,26,43992
S108644,193,230056,2,1630
S108645,373,809783,49,87171
S108646,49,31311,3,5808
S108647,76,39216,11,8129
S108648,372,221712,49,45472
S108649,289,152881,32,32032
S108650,258,586434,36,29844
S108651,459,354807,38,50920
S108652,20,10400,4,2964
S108653,15,14940,2,2862
S108654,354,806766,53,47912
S108655,431,854673,11,5203
S108656,117,125073,18,24444
S108657,282,357012,13,9724
S108658,479,1028413,15,17025
S108659,226,144640,1,1270
S108660,485,320100,10,18110
S108661,446,1053452,56,97888
S108662,173,430424,1,627
S108663,418,346104,68,93636
S108664,392,479808,34,22440
S108665,339,182382,27,37530
S108666,6,12408,1,1929
S108667,46,56258,1,1547
S108668,352,301664,11,14366
S108669,404,821736,76,57456
S108670,54,46872,0,0
S108671,55,25245,0,0
S108672,451,901549,60,91200
S108673,290,354670,20,34440
S108674,237,125136,7,11683
S108675,344,768152,55,94820
S108676,106,77486,21,31332
S108677,242,505054,4,2816
S108678,267,536403,51,84609
S108679,292,190092,51,92412
S108680,193,92833,7,9254
S108681,412,676504,20,30760
S108682,20,39800,1,1496
S108683,273,212667,16,15360
S108684,47,26931,5,7490
S108685,193,178332,22,18590
S108686,339,553926,3,4269
S108687,326,774576,5,2225
S108688,162,398034,32,26784
S108689,280,137760,55,28270
S108690,129,79464,16,5616
S108691,302,205058,8,13400
S108692,168,75600,14,17542
S108693,170,274890,21,8673
S108694,189,109998,35,14595
S108695,54,95094,5,8325
S108696,160,288640,5,4065
S108697,316,187704,25,20550
S108698,251,398337,30,37050
S108699,192,295104,25,18800
S108700,253,598092,9,5211
S108701,252,392364,20,37680
S108702,396,294228,59,72393
S108703,200,276800,2,1770
S108704,310,425320,4,3956
S108705,99,85932,2,1638
S108706,53,50456,10,7990
S108707,460,625600,14,17696
S108708,349,444975,68,108732
S108709,111,225330,20,18040
S108710,438,401646,80,107200
S108711,407,708994,41,78187
S108712,40,67880,3,4920
S108713,368,231104,54,37422
S108714,99,232749,15,11835
S108715,440,360360,70,22260
S108716,450,543150,86,61232
S108717,487,499662,68,31756
S108718,449,590435,64,108608
S108719,464,761888,3,2232
S108720,287,364203,57,106248
S108721,217,358918,10,10260
S108722,337,224779,11,13409
S108723,321,143487,58,56318
S108724,485,1165455,59,116879
S108725,430,1041030,81,101331
S108726,153,254439,12,7764
S108727,332,141764,49,15043
S108728,331,193304,10,3070
S108729,441,279153,79,119211
S108730,498,921798,69,129099
S108731,189,79380,36,17244
S108732,362,305890,41,68265
S108733,103,104957,4,5124
S108734,197,112684,13,12051
S108735,280,421400,28,51240
S108736,271,670183,3,5853
S108737,6,8832,1,658
S108738,343,498036,47,60254
S108739,36,40212,6,7860
S108740,239,261705,33,10362
S108741,227,249473,3,1203
S108742,422,261640,8,8088
S108743,143,310596,12,21060
S108744,498,273402,62,114576
S108745,307,692899,56,79128
S108746,134,150482,20,20780
S108747,161,201250,25,11975
S108748,42,86100,8,15600
S108749,500,781000,56,97496
S108750,261,150075,19,5966
S108751,181,424626,11,9735
S108752,399,713013,66,99066
S108753,255,416160,47,93953
S108754,455,359905,76,84664
S108755,322,479780,42,29694
S108756,241,410182,31,22041
S108757,308,445676,8,8592
S108758,194,131144,2,3054
S108759,310,583110,61,85339
S108760,404,526008,30,9300
S108761,187,256377,37,52614
S108762,45,54675,7,3864
S108763,245,451290,39,68952
S108764,294,303408,54,91206
S108765,250,167250,46,20838
S108766,462,755370,57,107616
S108767,410,488720,37,34188
S108768,80,100960,12,21732
S108769,211,394992,42,62790
S108770,159,168858,14,8106
S108771,123,242310,2,3266
S108772,345,771765,65,101725
S108773,399,775656,11,8943
S108774,40,60920,4,4752
S108775,402,871938,36,33444
S108776,169,203814,29,10179
S108777,332,792816,47,30221
S108778,69,58926,8,8152
S108779,20,26180,1,340
S108780,405,791775,42,45612
S108781,233,118830,41,25912
S108782,254,353822,31,60853
S108783,204,147288,16,24608
S108784,311,240714,10,14580
S108785,45,107010,9,16947
S108786,302,175764,54,90936
S108787,258,643194,15,24900
S108788,325,203775,53,90630
S108789,248,540888,49,59143
S108790,91,220766,1,1144
S108791,487,527421,9,13473
S108792,286,636922,43,70649
S108793,47,93718,1,390
S108794,65,38090,1,848
S108795,366,625860,1,1045
S108796,458,344874,90,77760
S108797,433,476733,16,27392
S108798,274,256464,5,4265
S108799,43,81743,5,6695
S108800,154,134288,25,25650
S108801,101,85042,14,12026
S108802,478,1137640,1,1668
S108803,182,90090,32,55552
S108804,177,370284,19,8626
S108805,225,407475,1,887
S108806,406,879396,46,64446
S108807,140,319900,10,4870
S108808,156,145860,8,2568
S108809,71,57581,14,27076
S108810,468,524628,84,123732
S108811,293,185762,51,65382
S108812,360,614160,53,26765
S108813,208,229216,26,26962
S108814,358,813734,61,27206
S108815,79,85320,1,1803
S108816,240,124080,3,2037
S108817,417,759774,43,69015
S108818,257,243379,15,9660
S108819,116,288260,10,5540
S108820,472,962408,7,3710
S108821,295,123310,15,11805
S108822,69,161874,1,1814
S108823,227,448779,27,29133
S108824,142,107068,13,9477
S108825,153,148104,27,19413
S108826,16,35856,0,0
S108827,479,701735,45,37440
S108828,363,548493,65,91455
S108829,21,49728,1,1832
S108830,198,132858,11,17512
S108831,215,175440,11,19569
S108832,206,245140,36,49752
S108833,98,118384,11,4620
S108834,133,173432,12,15216
S108835,228,524172,27,19764
S108836,382,673848,60,34200
S108837,223,226568,26,10296
S108838,191,407785,4,3432
S108839,60,60780,3,2754
S108840,33,22143,0,0
S108841,392,812224,21,30660
S108842,353,382299,67,112024
S108843,159,163293,21,8400
S108844,266,633878,26,20202
S108845,308,688380,51,82569
S108846,48,41664,0,0
S108847,417,543768,64,94272
S108848,83,37350,15,23115
S108849,475,1181325,35,19425
S108850,319,737528,10,3480
S108851,367,379478,37,69671
S108852,353,622692,9,13365
S108853,488,413824,61,47092
S108854,479,665331,8,9216
S108855,295,672305,56,97160
S108856,365,538010,53,93121
S108857,87,199230,17,24021
S108858,229,525097,42,65310
S108859,18,13734,1,1883
S108860,410,653950,73,115486
S108861,17,33660,3,3294
S108862,363,643962,26,20436
S108863,403,823329,28,49700
S108864,124,61132,2,2938
S108865,334,717766,46,55154
S108866,92,150236,13,23764
S108867,422,971444,35,57855
S108868,396,772992,67,133799
S108869,262,496228,2,3546
S108870,50,108850,2,3272
S108871,213,143775,17,32742
S108872,449,1122051,14,13174
S108873,69,61617,3,4089
S108874,25,27900,1,986
S108875,444,305916,62,63860
S108876,386,231600,35,23310
S108877,68,49980,5,1530
S108878,172,418820,16,30560
S108879,137,242901,10,3330
S108880,349,217427,69,74037
S108881,50,33150,8,11448
S108882,19,18335,2,3766
S108883,478,731818,2,1966
S108884,234,533286,30,50010
S108885,451,180400,41,39483
S108886,159,323406,2,3916
S108887,56,95144,5,7455
S108888,415,1031275,74,122026
S108889,394,410548,63,122913
S108890,17,31552,3,2511
S108891,395,551025,29,20184
S108892,186,390786,20,33820
S108893,478,909634,73,65335
S108894,476,1190000,68,59228
S108895,248,450864,21,22092
S108896,382,556574,12,9552
S108897,368,427616,48,94848
S108898,8,12864,1,767
S108899,449,757463,19,29811
S108900,75,106350,1,1628
S108901,163,335617,4,6892
S108902,323,260661,45,29700
S108903,249,246261,31,37975
S108904,107,118663,0,0
S108905,360,733680,32,11328
S108906,238,497896,22,39644
S108907,176,96272,14,22078
S108908,498,870006,89,119082
S108909,355,781000,21,33957
S108910,4,2588,0,0
S108911,448,520576,26,48412
S108912,414,651222,11,9735
S108913,105,105315,6,6048
S108914,109,209171,11,17534
S108915,226,426010,22,11462
S108916,457,727087,17,30005
S108917,8,10648,0,0
S108918,458,623338,29,37410
S108919,306,138924,32,60800
S108920,137,267424,0,0
S108921,359,488599,53,97043
S108922,361,797449,40,73200
S108923,261,408726,20,36760
S108924,355,858745,55,81785
S108925,156,114192,20,28420
S108926,211,484456,42,48762
S108927,406,751506,13,6578
S108928,320,237120,62,28272
S108929,55,39765,2,3778
S108930,306,757962,60,79200
S108931,35,68600,4,4148
S108932,422,761710,46,91356
S108933,336,516432,12,6900
S108934,356,562836,36,28800
S108935,71,75402,2,3510
S108936,340,166260,67,86832
S108937,231,417879,18,20214
S108938,340,310760,48,72912
S108939,411,532245,37,45140
S108940,88,68816,10,19110
S108941,14,21070,0,0
S108942,129,233877,2,794
S108943,395,215275,76,99028
S108944,371,464121,41,27101
S108945,7,3857,0,0
S108946,99,119691,7,10094
S108947,337,782177,1,417
S108948,421,240391,62,123318
S108949,302,187240,5,9180
S108950,448,567168,14,21896
S108951,437,845158,7,6118
S108952,190,184300,1,1938
S108953,177,369045,6,8472
S108954,236,371464,5,7075
S108955,181,162538,22,19844
S108956,255,423300,24,33096
S108957,135,323325,7,13741
S108958,466,658924,63,63945
S108959,14,33040,2,3242
S108960,35,22225,4,2324
S108961,262,323832,8,5200
S108962,88,203808,9,11169
S108963,450,1030050,90,54720
S108964,26,34814,1,932
S108965,256,283392,33,51381
S108966,317,208269,12,20568
S108967,470,497730,62,74028
S108968,319,732424,22,14036
S108969,427,662277,53,18338
S108970,428,368508,84,126924
S108971,127,62357,17,13957
S108972,134,307262,22,6996
S108973,295,483210,23,13455
S108974,395,398555,41,31857
S108975,415,880630,14,23324
S108976,363,557205,63,71820
S108977,422,665494,21,29274
S108978,109,130582,0,0
S108979,38,73264,4,3164
S108980,112,175280,14,4312
S108981,161,152950,19,14307
S108982,128,225152,21,13503
S108983,353,380534,60,86880
S108984,199,259894,9,3879
S108985,33,58443,0,0
S108986,419,570678,82,64288
S108987,331,428314,24,19968
S108988,436,530176,87,111534
S108989,264,393096,20,16140
S108990,246,399012,33,24519
S108991,394,635522,37,49395
S108992,103,163358,10,17450
S108993,306,637704,6,9384
S108994,159,63759,15,20370
S108995,224,306208,3,5907
S108996,236,240248,6,2400
S108997,82,175480,16,24672
S108998,128,243712,0,0
S108999,243,466560,20,34740
S109000,15,26265,3,3528
S109001,276,480516,15,28080
S109002,137,220707,6,5466
S109003,199,463471,16,22864
S109004,270,158490,9,6138
S109005,78,141414,12,19428
S109006,83,147657,12,5868
S109007,154,358820,12,22212
S109008,369,733941,18,14814
S109009,293,339001,26,33956
S109010,247,476463,13,19409
S109011,100,120700,0,0
S109012,6,7650,1,866
S109013,200,302200,31,59427
S109014,479,415293,80,40240
S109015,322,519386,19,16530
S109016,344,753016,32,40288
S109017,320,460800,4,1688
S109018,365,170090,47,53392
S109019,51,105111,1,1372
S109020,147,286503,9,18000
S109021,269,593145,0,0
S109022,343,754257,6,7476
S109023,280,579600,50,19450
S109024,271,523030,50,31300
S109025,79,104754,4,6212
S109026,465,997425,83,55942
S109027,324,422820,33,53130
S109028,492,309468,87,137199
S109029,57,25650,4,4468
S109030,85,105485,17,23069
S109031,187,96305,24,24456
S109032,445,251870,77,69146
S109033,120,80400,0,0
S109034,417,221427,35,49035
S109035,206,246376,22,28402
S109036,92,126776,9,11178
S109037,293,597720,18,20124
S109038,474,212826,0,0
S109039,315,464940,63,89964
S109040,166,143756,6,4482
S109041,447,897576,74,86210
S109042,206,198378,26,43472
S109043,5,6085,0,0
S109044,54,118908,3,3372
S109045,62,71672,3,3882
S109046,228,565668,31,25947
S109047,407,862026,10,15940
S109048,408,991440,17,31365
S109049,482,523452,81,67554
S109050,292,647948,37,36741
S109051,486,773712,23,40710
S109052,325,451100,22,15686
S109053,219,391791,25,32675
S109054,343,593390,36,28116
S109055,2,934,1,1697
S109056,100,196600,16,16528
S109057,395,573145,46,22724
S109058,94,218362,14,7938
S109059,149,365944,7,2716
S109060,105,249270,10,14640
S109061,246,415002,22,16192
S109062,321,496908,10,5990
S109063,45,53505,2,3502
S109064,488,354288,33,12969
S109065,108,242028,5,3280
S109066,301,202874,44,37664
S109067,200,462000,4,3908
S109068,220,394900,32,35072
S109069,498,902376,80,156960
S109070,435,606825,35,38640
S109071,305,427915,41,24641
S109072,269,313923,34,18700
S109073,119,236929,16,12288
S109074,116,231420,10,6130
S109075,453,183918,66,53856
S109076,248,477152,18,29178
S109077,12,9156,1,667
S109078,203,262479,28,9352
S109079,356,391956,59,105846
S109080,483,678615,95,46170
S109081,437,371450,31,37200
S109082,157,276320,25,27950
S109083,348,361572,37,28268
S109084,72,111024,4,7020
S109085,318,611832,50,98150
S109086,400,945200,57,102714
S109087,328,704216,14,23618
S109088,423,924678,11,11627
S109089,27,34101,0,0
S109090,463,894053,90,58140
S109091,371,304220,74,96644
S109092,72,103392,12,12780
S109093,467,926061,59,94990
S109094,58,26622,6,10206
S109095,286,232232,22,9152
S109096,395,980390,79,46215
S109097,361,300352,59,79886
S109098,402,190146,56,21616
S109099,328,264696,49,19992
S109100,129,197628,9,11664
S109101,128,272000,2,3828
S109102,415,197955,70,42700
S109103,271,116530,33,55374
S109104,427,312991,3,1749
S109105,220,240240,42,45024
S109106,369,770472,72,42480
S109107,308,558096,1,1829
S109108,404,560752,72,121536
S109109,273,271362,0,0
S109110,446,194456,23,31625
S109111,159,255354,15,6780
S109112,404,556712,16,6176
S109113,152,352184,20,9980
S109114,102,114342,8,6152
S109115,307,411380,47,52311
S109116,122,251930,9,11385
S109117,223,218986,28,9520
S109118,499,1015964,6,11682
S109119,132,125664,20,20280
S109120,197,132187,10,3460
S109121,139,337909,2,2476
S109122,216,475200,1,715
S109123,113,183060,8,7936
S109124,153,90117,5,3645
S109125,245,255045,42,28938
S109126,405,916515,19,36575
S109127,354,325680,9,14832
S109128,276,126408,6,9228
S109129,477,694035,19,27341
S109130,319,739123,22,26004
S109131,486,643950,71,37843
S109132,372,714612,19,11039
S109133,411,434016,0,0
S109134,331,768913,61,67588
S109135,104,254592,1,551
S109136,115,236440,16,13216
S109137,381,804672,47,78302
S109138,340,524960,14,5894
S109139,202,191092,10,12370
S109140,196,284200,5,7405
S109141,488,373808,13,19058
S109142,441,282240,69,83283
S109143,267,233091,43,32508
S109144,225,189450,25,8250
S109145,293,691187,46,35420
S109146,374,210188,47,25474
S109147,37,61679,6,1902
S109148,435,1007460,65,46670
S109149,213,143562,34,32198
S109150,300,517200,36,43884
S109151,366,897066,22,10978
S109152,131,109647,4,5116
S109153,158,160686,22,38478
S109154,414,935640,15,12885
S109155,273,366639,1,985
S109156,491,273978,91,77259
S109157,435,651195,44,81356
S109158,494,1029990,51,66300
S109159,476,672112,78,73242
S109160,332,249000,61,79849
S109161,7,9296,0,0
S109162,245,239855,30,14700
S109163,26,54756,3,4566
S109164,406,736484,12,22248
S109165,240,581280,7,13776
S109166,75,138750,0,0
S109167,17,10472,3,4401
S109168,53,85807,5,5465
S109169,194,430098,24,32184
S109170,140,263340,24,18864
S109171,284,230608,6,6294
S109172,297,550044,43,52374
S109173,393,853596,57,35340
S109174,50,29200,1,509
S109175,301,648354,9,3015
S109176,349,760820,47,15322
S109177,491,1143048,12,23556
S109178,79,193392,8,12456
S109179,202,295122,2,1968
S109180,135,161730,3,3060
S109181,417,170136,49,66297
S109182,309,496254,47,53768
S109183,151,112797,15,19635
S109184,106,91160,21,25074
S109185,125,73625,13,7527
S109186,475,1056400,38,64220
S109187,478,667288,19,37924
S109188,316,316316,18,5994
S109189,35,53830,5,7925
S109190,105,224595,8,7920
S109191,432,296784,16,29056
S109192,388,664256,38,27284
S109193,202,327846,16,26176
S109194,143,127842,4,3596
S109195,230,424580,15,5535
S109196,477,459828,1,1481
S109197,342,324558,50,46100
S109198,131,303003,12,3828
S109199,41,33497,0,0
S109200,388,826828,32,63040
S109201,249,241779,46,16054
S109202,86,38012,15,22755
S109203,164,293888,6,4998
S109204,402,912942,27,17874
S109205,454,521192,77,144144
S109206,437,395048,50,47850
S109207,77,49126,0,0
S109208,306,169218,16,29248
S109209,308,201124,29,46081
S109210,424,920504,54,69984
S109211,11,15818,0,0
S109212,140,329420,27,10908
S109213,191,407021,32,10048
S109214,199,401184,17,26928
S109215,8,4520,0,0
S109216,403,326430,71,79307
S109217,392,608776,22,16126
S109218,213,332067,23,24035
S109219,198,204732,22,42482
S109220,132,126588,5,5540
S109221,180,89820,26,19630
S109222,19,31160,2,982
S109223,473,970596,59,96288
S109224,88,140272,9,8982
S109225,111,208791,20,11560
S109226,321,562071,52,84188
S109227,371,299026,4,7816
S109228,119,231098,19,9557
S109229,491,1011460,86,48332
S109230,262,581902,22,8184
S109231,339,732240,45,75960
S109232,432,243216,52,34476
S109233,301,747383,20,32760
S109234,420,408240,26,41288
S109235,71,170542,5,9125
S109236,376,165440,17,25636
S109237,321,275097,0,0
S109238,308,738276,16,12784
S109239,209,333146,36,39420
S109240,236,569940,13,6084
S109241,175,371875,34,24140
S109242,77,128513,1,1391
S109243,74,51652,8,3800
S109244,98,86730,10,4810
S109245,187,163999,36,31032
S109246,254,420116,46,26772
S109247,414,368460,5,8680
S109248,20,41520,1,1485
S109249,117,128934,1,476
S109250,87,204189,15,29625
S109251,211,136728,9,6579
S109252,134,188136,21,10143
S109253,176,398816,21,38640
S109254,317,483425,44,79728
S109255,34,25364,1,857
S109256,419,526264,48,19536
S109257,362,709158,1,1296
S109258,241,219310,13,5733
S109259,116,84216,8,5688
S109260,242,526108,13,7241
S109261,170,367880,14,25718
S109262,113,254589,4,6552
S109263,383,671782,22,43516
S109264,336,678720,54,66312
S109265,181,76925,13,6110
S109266,488,843752,10,3230
S109267,113,59664,0,0
S109268,251,524339,28,17248
S109269,24,13704,0,0
S109270,99,96921,15,9825
S109271,121,182589,4,6836
S109272,377,189631,26,8320
S109273,499,891214,81,37746
S109274,68,105604,7,13671
S109275,130,98410,21,14196
S109276,247,439660,44,37004
S109277,120,243840,11,17402
S109278,141,158625,27,30456
S109279,301,737149,16,15840
S109280,0,0,1,809
S109281,325,718900,54,84726
S109282,282,514368,27,9180
S109283,292,332588,18,23778
S109284,135,76545,3,1035
S109285,28,42784,1,641
S109286,0,0,0,0
S109287,262,503826,49,38857
S109288,210,370020,16,13024
S109289,107,187999,18,11286
S109290,445,862410,45,35190
S109291,318,698010,53,47965
S109292,72,70200,10,7540
S109293,443,676018,13,21788
S109294,412,994156,33,61347
S109295,98,223244,3,1620
S109296,389,851910,9,4626
S109297,370,599030,25,17925
S109298,363,506385,8,15872
S109299,130,167180,9,6633
S109300,299,744510,13,20579
S109301,261,449964,12,22236
S109302,151,153718,13,8983
S109303,17,13226,2,2418
